,,REPORTE COTIZACIONES,,,,01/12/2016 - 02/12/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
MERVAL,02/12/2019,,"33446,93","-3,05","0,05",,,
MERVAL,29/11/2019,,"34500,21","0,82","0,10",,,
MERVAL,28/11/2019,,"34219,79","0,85","0,10",,,
MERVAL,27/11/2019,,"33929,74","5,66","0,10",,,
MERVAL,26/11/2019,,"32113,27","-4,12","0,03",,,
MERVAL,25/11/2019,,"33509,84","-0,24","0,08",,,
MERVAL,22/11/2019,,"33588,83","1,03","0,11",,,
MERVAL,21/11/2019,,"33247,39","-0,52","0,09",,,
MERVAL,20/11/2019,,"33421,12","3,62","0,12",,,
MERVAL,19/11/2019,,"32252,78","1,26","0,09",,,
MERVAL,15/11/2019,,"31851,61","2,68","0,05",,,
MERVAL,14/11/2019,,"31019,69","-4,08","0,06",,,
MERVAL,13/11/2019,,"32340,70","-3,26","0,13",,,
MERVAL,12/11/2019,,"33430,14","-0,69","0,14",,,
MERVAL,11/11/2019,,"33656,80","-1,39","0,14",,,
MERVAL,08/11/2019,,"34131,05","-4,85","0,11",,,
MERVAL,07/11/2019,,"35869,21","1,04","0,14",,,
MERVAL,06/11/2019,,"35500,49","-3,71","0,15",,,
MERVAL,05/11/2019,,"36869,96","-1,10","0,17",,,
MERVAL,04/11/2019,,"37278,54","4,30","0,19",,,
MERVAL,01/11/2019,,"35743,04","2,14","0,14",,,
MERVAL,31/10/2019,,"34995,20","3,26","0,19",,,
MERVAL,30/10/2019,,"33889,03","4,13","0,15",,,
MERVAL,29/10/2019,,"32544,20","-1,91","0,13",,,
MERVAL,28/10/2019,,"33177,16","-3,90","0,15",,,
MERVAL,25/10/2019,,"34432,17","2,86","0,17",,,
MERVAL,24/10/2019,,"33476,16","2,14","0,19",,,
MERVAL,23/10/2019,,"32775,14","-1,47","0,16",,,
MERVAL,22/10/2019,,"33303,35","2,31","0,17",,,
MERVAL,21/10/2019,,"32550,73","1,82","0,14",,,
MERVAL,18/10/2019,,"31968,47","-0,08","0,13",,,
MERVAL,17/10/2019,,"31995,13","4,02","0,11",,,
MERVAL,16/10/2019,,"30759,21","-1,83","0,05",,,
MERVAL,15/10/2019,,"31333,68","-1,46","0,06",,,
MERVAL,11/10/2019,,"31798,11","0,17","0,15",,,
MERVAL,10/10/2019,,"31743,20","4,63","0,11",,,
MERVAL,09/10/2019,,"30338,17","0,27","0,02",,,
MERVAL,08/10/2019,,"30257,26","-2,21","-0,01",,,
MERVAL,07/10/2019,,"30940,87","-2,75","0,01",,,
MERVAL,04/10/2019,,"31816,50","4,78","0,03",,,
MERVAL,03/10/2019,,"30365,90","-1,38","-0,06",,,
MERVAL,02/10/2019,,"30792,05","2,41","-0,06",,,
MERVAL,01/10/2019,,"30066,13","3,44","-0,08",,,
MERVAL,30/09/2019,,"29066,96","0,66","-0,11",,,
MERVAL,27/09/2019,,"28877,51","2,52","-0,14",,,
MERVAL,26/09/2019,,"28168,02","-0,16","-0,17",,,
MERVAL,25/09/2019,,"28212,41","1,41","-0,17",,,
MERVAL,24/09/2019,,"27819,80","-4,38","-0,16",,,
MERVAL,23/09/2019,,"29152,05","-3,02","-0,12",,,
MERVAL,20/09/2019,,"30060,46","-1,16","-0,13",,,
MERVAL,19/09/2019,,"30414,40","1,14","-0,08",,,
MERVAL,18/09/2019,,"30071,10","-0,26","-0,06",,,
MERVAL,17/09/2019,,"30150,65","-1,34","-0,03",,,
MERVAL,16/09/2019,,"30561,27","1,41","-0,02",,,
MERVAL,13/09/2019,,"30136,28","3,51","0,00",,,
MERVAL,12/09/2019,,"29114,77","1,74","-0,02",,,
MERVAL,11/09/2019,,"28617,92","0,65","-0,02",,,
MERVAL,10/09/2019,,"28432,16","4,62","-0,04",,,
MERVAL,09/09/2019,,"27176,41","-1,75","-0,08",,,
MERVAL,06/09/2019,,"27659,66","2,70","-0,08",,,
MERVAL,05/09/2019,,"26932,14","9,19","-0,06",,,
MERVAL,04/09/2019,,"24664,55","6,87","-0,11",,,
MERVAL,03/09/2019,,"23079,32","-11,90","-0,20",,,
MERVAL,02/09/2019,,"26195,41","6,45","-0,09",,,
MERVAL,30/08/2019,,"24608,56","2,60","-0,08",,,
MERVAL,29/08/2019,,"23984,83","-5,79","-0,06",,,
MERVAL,28/08/2019,,"25458,04","3,39","0,02",,,
MERVAL,27/08/2019,,"24622,47","-4,74","-0,03",,,
MERVAL,26/08/2019,,"25848,26","-2,77","0,02",,,
MERVAL,23/08/2019,,"26585,97","-4,99","0,00",,,
MERVAL,22/08/2019,,"27982,96","0,02","0,04",,,
MERVAL,21/08/2019,,"27977,74","2,74","0,08",,,
MERVAL,20/08/2019,,"27230,62","-10,45","0,05",,,
MERVAL,16/08/2019,,"30406,65","-2,04","0,13",,,
MERVAL,15/08/2019,,"31039,31","3,74","0,15",,,
MERVAL,14/08/2019,,"29920,69","-1,40","0,13",,,
MERVAL,13/08/2019,,"30344,56","10,22","0,16",,,
MERVAL,12/08/2019,,"27530,80","-37,93","0,06",,,
MERVAL,09/08/2019,,"44355,09","7,94","0,65",,,
MERVAL,08/08/2019,,"41093,45","0,35","0,54",,,
MERVAL,07/08/2019,,"40949,34","-0,89","0,47",,,
MERVAL,06/08/2019,,"41317,03","1,09","0,43",,,
MERVAL,05/08/2019,,"40873,35","-1,17","0,42",,,
MERVAL,02/08/2019,,"41359,15","-0,13","0,43",,,
MERVAL,01/08/2019,,"41410,98","-1,54","0,41",,,
MERVAL,31/07/2019,,"42057,77","-0,95","0,44",,,
MERVAL,30/07/2019,,"42463,24","-0,75","0,45",,,
MERVAL,29/07/2019,,"42785,46","1,91","0,46",,,
MERVAL,26/07/2019,,"41983,74","5,26","0,44",,,
MERVAL,25/07/2019,,"39884,35","0,25","0,36",,,
MERVAL,24/07/2019,,"39784,91","1,48","0,41",,,
MERVAL,23/07/2019,,"39244,62","1,33","0,42",,,
MERVAL,22/07/2019,,"38729,98","-3,56","0,40",,,
MERVAL,19/07/2019,,"40161,60","-1,45","0,50",,,
MERVAL,18/07/2019,,"40752,75","-1,69","0,51",,,
MERVAL,17/07/2019,,"41451,31","-0,81","0,55",,,
MERVAL,16/07/2019,,"41788,26","1,29","0,59",,,
MERVAL,15/07/2019,,"41256,60","-3,50","0,57",,,
MERVAL,12/07/2019,,"42753,10","-0,24","0,60",,,
MERVAL,11/07/2019,,"42856,29","0,11","0,57",,,
MERVAL,10/07/2019,,"42753,51","2,39","0,55",,,
MERVAL,05/07/2019,,"41755,69","0,91","0,50",,,
MERVAL,04/07/2019,,"41380,38","0,18","0,49",,,
MERVAL,03/07/2019,,"41304,34","-1,17","0,52",,,
MERVAL,02/07/2019,,"41793,13","0,69","0,65",,,
MERVAL,01/07/2019,,"41507,48","-0,69","0,64",,,
MERVAL,28/06/2019,,"41796,36","1,62","0,56",,,
MERVAL,27/06/2019,,"41128,41","3,04","0,59",,,
MERVAL,26/06/2019,,"39916,77","-0,93","0,40",,,
MERVAL,25/06/2019,,"40292,26","0,45","0,40",,,
MERVAL,24/06/2019,,"40111,98","-0,45","0,39",,,
MERVAL,21/06/2019,,"40294,82","1,09","0,31",,,
MERVAL,19/06/2019,,"39861,82","-2,03","0,37",,,
MERVAL,18/06/2019,,"40687,47","0,49","0,47",,,
MERVAL,14/06/2019,,"40487,61","-0,39","0,34",,,
MERVAL,13/06/2019,,"40646,28","-0,69","0,34",,,
MERVAL,12/06/2019,,"40930,69","6,74","0,33",,,
MERVAL,11/06/2019,,"38283,25","5,02","0,21",,,
MERVAL,10/06/2019,,"36452,80","2,21","0,15",,,
MERVAL,07/06/2019,,"35662,87","-0,20","0,18",,,
MERVAL,06/06/2019,,"35733,70","1,30","0,18",,,
MERVAL,05/06/2019,,"35275,94","1,66","0,16",,,
MERVAL,04/06/2019,,"34700,84","2,77","0,20",,,
MERVAL,03/06/2019,,"33765,21","-0,54","0,16",,,
MERVAL,31/05/2019,,"33949,53","-0,85","0,19",,,
MERVAL,30/05/2019,,"34239,26","0,80","0,21",,,
MERVAL,29/05/2019,,"33967,33","-1,95","0,20",,,
MERVAL,28/05/2019,,"34643,54","-2,27","0,21",,,
MERVAL,27/05/2019,,"35448,46","1,04","0,24",,,
MERVAL,24/05/2019,,"35084,92","2,05","0,18",,,
MERVAL,23/05/2019,,"34378,55","-0,58","0,14",,,
MERVAL,22/05/2019,,"34578,77","0,28","0,12",,,
MERVAL,21/05/2019,,"34481,33","2,95","0,09",,,
MERVAL,20/05/2019,,"33492,48","0,53","0,06",,,
MERVAL,17/05/2019,,"33315,70","-1,70","0,05",,,
MERVAL,16/05/2019,,"33892,17","2,03","0,07",,,
MERVAL,15/05/2019,,"33218,06","2,18","0,08",,,
MERVAL,14/05/2019,,"32510,83","0,65","0,07",,,
MERVAL,13/05/2019,,"32379,86","-3,04","0,06",,,
MERVAL,10/05/2019,,"33393,81","-2,13","0,13",,,
MERVAL,09/05/2019,,"34119,10","1,02","0,22",,,
MERVAL,08/05/2019,,"33775,97","3,16","0,29",,,
MERVAL,07/05/2019,,"32741,13","-0,75","0,19",,,
MERVAL,06/05/2019,,"33001,08","1,82","0,20",,,
MERVAL,03/05/2019,,"32412,27","5,18","0,10",,,
MERVAL,02/05/2019,,"30817,01","4,21","0,04",,,
MERVAL,30/04/2019,,"29571,36","2,58","-0,00",,,
MERVAL,29/04/2019,,"28827,37","-3,91","-0,03",,,
MERVAL,26/04/2019,,"30001,10","1,50","0,02",,,
MERVAL,25/04/2019,,"29556,77","-0,64","-0,01",,,
MERVAL,24/04/2019,,"29746,60","-3,82","-0,03",,,
MERVAL,23/04/2019,,"30926,73","0,46","0,00",,,
MERVAL,22/04/2019,,"30786,64","-3,90","-0,00",,,
MERVAL,17/04/2019,,"32036,78","-0,78","0,02",,,
MERVAL,16/04/2019,,"32290,18","1,72","0,04",,,
MERVAL,15/04/2019,,"31745,57","1,24","0,02",,,
MERVAL,12/04/2019,,"31357,03","-0,46","-0,02",,,
MERVAL,11/04/2019,,"31501,04","-2,03","-0,02",,,
MERVAL,10/04/2019,,"32154,54","1,30","-0,00",,,
MERVAL,09/04/2019,,"31743,38","-4,04","-0,00",,,
MERVAL,08/04/2019,,"33080,87","1,27","0,04",,,
MERVAL,05/04/2019,,"32666,88","1,63","0,03",,,
MERVAL,04/04/2019,,"32142,47","1,19","0,03",,,
MERVAL,03/04/2019,,"31765,11","-3,76","0,01",,,
MERVAL,01/04/2019,,"33006,82","-1,37","0,05",,,
MERVAL,29/03/2019,,"33466,03","1,74","0,07",,,
MERVAL,28/03/2019,,"32892,15","2,23","0,06",,,
MERVAL,27/03/2019,,"32174,68","-1,39","0,03",,,
MERVAL,26/03/2019,,"32627,59","-1,62","0,03",,,
MERVAL,25/03/2019,,"33166,32","1,03","0,05",,,
MERVAL,22/03/2019,,"32827,98","-3,97","0,03",,,
MERVAL,21/03/2019,,"34186,08","-1,61","0,06",,,
MERVAL,20/03/2019,,"34743,90","1,08","0,09",,,
MERVAL,19/03/2019,,"34373,20","-1,62","0,08",,,
MERVAL,18/03/2019,,"34939,30","2,97","0,10",,,
MERVAL,15/03/2019,,"33933,08","1,20","0,04",,,
MERVAL,14/03/2019,,"33530,45","-1,45","0,02",,,
MERVAL,13/03/2019,,"34023,02","1,14","0,03",,,
MERVAL,12/03/2019,,"33681,28","-0,32","0,01",,,
MERVAL,11/03/2019,,"33790,68","2,33","0,02",,,
MERVAL,08/03/2019,,"33020,07","-0,51","0,01",,,
MERVAL,07/03/2019,,"33189,91","2,63","0,01",,,
MERVAL,06/03/2019,,"32340,43","-4,42","-0,02",,,
MERVAL,01/03/2019,,"33834,86","-1,89","0,06",,,
MERVAL,28/02/2019,,"34485,80","-2,43","0,04",,,
MERVAL,27/02/2019,,"35345,47","-1,89","0,09",,,
MERVAL,26/02/2019,,"36026,63","-0,84","0,10",,,
MERVAL,25/02/2019,,"36332,03","-0,86","0,10",,,
MERVAL,22/02/2019,,"36646,79","2,22","0,11",,,
MERVAL,21/02/2019,,"35852,14","-1,78","0,09",,,
MERVAL,20/02/2019,,"36503,51","0,58","0,11",,,
MERVAL,19/02/2019,,"36292,29","-2,85","0,09",,,
MERVAL,18/02/2019,,"37355,24","-0,31","0,12",,,
MERVAL,15/02/2019,,"37469,97","0,23","0,17",,,
MERVAL,14/02/2019,,"37385,75","0,94","0,18",,,
MERVAL,13/02/2019,,"37038,92","-1,72","0,17",,,
MERVAL,12/02/2019,,"37687,19","1,79","0,20",,,
MERVAL,11/02/2019,,"37023,74","0,98","0,17",,,
MERVAL,08/02/2019,,"36664,24","2,05","0,18",,,
MERVAL,07/02/2019,,"35928,99","-2,19","0,14",,,
MERVAL,06/02/2019,,"36731,67","-1,97","0,16",,,
MERVAL,05/02/2019,,"37471,67","0,88","0,20",,,
MERVAL,04/02/2019,,"37145,00","1,49","0,19",,,
MERVAL,01/02/2019,,"36599,88","0,75","0,06",,,
MERVAL,31/01/2019,,"36326,92","0,80","0,04",,,
MERVAL,30/01/2019,,"36062,39","1,55","0,05",,,
MERVAL,29/01/2019,,"35511,21","1,92","0,02",,,
MERVAL,28/01/2019,,"34840,80","0,09","0,00",,,
MERVAL,25/01/2019,,"34810,51","-0,37","-0,01",,,
MERVAL,24/01/2019,,"34965,42","0,42","0,00",,,
MERVAL,23/01/2019,,"34819,13","2,28","0,03",,,
MERVAL,22/01/2019,,"34042,76","-3,57","0,02",,,
MERVAL,21/01/2019,,"35303,25","0,58","0,05",,,
MERVAL,18/01/2019,,"35100,45","2,44","0,03",,,
MERVAL,17/01/2019,,"34262,74","0,63","0,02",,,
MERVAL,16/01/2019,,"34048,02","1,45","0,02",,,
MERVAL,15/01/2019,,"33562,54","-0,62","0,00",,,
MERVAL,14/01/2019,,"33771,24","-0,33","0,01",,,
MERVAL,11/01/2019,,"33884,60","-0,83","0,06",,,
MERVAL,10/01/2019,,"34167,45","1,18","0,08",,,
MERVAL,09/01/2019,,"33769,35","2,60","0,05",,,
MERVAL,08/01/2019,,"32914,88","-0,29","0,02",,,
MERVAL,07/01/2019,,"33010,54","2,19","0,02",,,
MERVAL,04/01/2019,,"32303,05","3,98","0,01",,,
MERVAL,03/01/2019,,"31065,12","-0,10","-0,01",,,
MERVAL,02/01/2019,,"31096,63","2,65","0,00",,,
MERVAL,28/12/2018,,"30292,55","2,62","0,01",,,
MERVAL,27/12/2018,,"29519,37","3,67","0,01",,,
MERVAL,26/12/2018,,"28473,44","0,06","-0,02",,,
MERVAL,21/12/2018,,"28456,92","-2,69","0,00",,,
MERVAL,20/12/2018,,"29242,75","-2,42","0,04",,,
MERVAL,19/12/2018,,"29968,28","0,64","0,08",,,
MERVAL,18/12/2018,,"29777,26","-0,37","0,10",,,
MERVAL,17/12/2018,,"29888,02","-3,93","0,10",,,
MERVAL,14/12/2018,,"31109,45","0,29","0,15",,,
MERVAL,13/12/2018,,"31019,79","-0,20","0,15",,,
MERVAL,12/12/2018,,"31081,37","0,45","0,14",,,
MERVAL,11/12/2018,,"30941,09","0,61","0,13",,,
MERVAL,10/12/2018,,"30753,54","-2,53","0,13",,,
MERVAL,07/12/2018,,"31550,40","-1,47","0,18",,,
MERVAL,06/12/2018,,"32019,84","0,76","0,21",,,
MERVAL,05/12/2018,,"31779,87","-0,56","0,20",,,
MERVAL,04/12/2018,,"31958,33","0,22","0,19",,,
MERVAL,03/12/2018,,"31888,79","1,29","0,19",,,
MERVAL,29/11/2018,,"31482,58","1,10","0,17",,,
MERVAL,28/11/2018,,"31138,66","0,70","0,16",,,
MERVAL,27/11/2018,,"30921,11","-0,68","0,14",,,
MERVAL,26/11/2018,,"31126,87","1,31","0,15",,,
MERVAL,23/11/2018,,"30723,48","1,48","0,13",,,
MERVAL,22/11/2018,,"30274,51","0,04","0,11",,,
MERVAL,21/11/2018,,"30584,79","2,93","0,12",,,
MERVAL,20/11/2018,,"29714,68","-4,48","0,09",,,
MERVAL,16/11/2018,,"31109,25","2,09","0,14",,,
MERVAL,15/11/2018,,"30473,82","3,75","0,16",,,
MERVAL,14/11/2018,,"29372,54","2,90","0,15",,,
MERVAL,13/11/2018,,"28543,43","-2,99","0,07",,,
MERVAL,12/11/2018,,"29423,30","-1,64","0,10",,,
MERVAL,09/11/2018,,"29912,49","-2,68","0,07",,,
MERVAL,08/11/2018,,"30736,41","-2,13","0,10",,,
MERVAL,07/11/2018,,"31404,69","1,39","0,12",,,
MERVAL,06/11/2018,,"30973,55","-1,45","0,10",,,
MERVAL,05/11/2018,,"31429,30","0,03","0,12",,,
MERVAL,02/11/2018,,"31419,26","0,35","0,12",,,
MERVAL,01/11/2018,,"31308,63","6,16","0,12",,,
MERVAL,31/10/2018,,"29491,11","0,22","0,06",,,
MERVAL,30/10/2018,,"29425,79","1,83","0,07",,,
MERVAL,29/10/2018,,"28898,24","-1,61","0,06",,,
MERVAL,26/10/2018,,"29369,87","0,12","0,06",,,
MERVAL,25/10/2018,,"29334,99","4,18","0,05",,,
MERVAL,24/10/2018,,"28157,43","-0,71","0,01",,,
MERVAL,23/10/2018,,"28359,72","-0,73","0,02",,,
MERVAL,22/10/2018,,"28567,78","-0,37","0,03",,,
MERVAL,19/10/2018,,"28673,28","1,07","0,07",,,
MERVAL,18/10/2018,,"28370,45","-1,22","0,08",,,
MERVAL,17/10/2018,,"28721,37","-2,41","0,08",,,
MERVAL,16/10/2018,,"29430,59","-0,57","0,11",,,
MERVAL,12/10/2018,,"29598,18","7,19","0,09",,,
MERVAL,11/10/2018,,"27613,09","-3,28","0,03",,,
MERVAL,10/10/2018,,"28549,77","-3,59","0,05",,,
MERVAL,09/10/2018,,"29612,45","-3,06","0,11",,,
MERVAL,08/10/2018,,"30547,13","1,25","0,14",,,
MERVAL,05/10/2018,,"30168,72","-2,46","0,12",,,
MERVAL,04/10/2018,,"30928,83","-3,95","0,17",,,
MERVAL,03/10/2018,,"32201,47","-1,62","0,21",,,
MERVAL,02/10/2018,,"32730,38","0,45","0,24",,,
MERVAL,01/10/2018,,"32584,94","-2,62","0,24",,,
MERVAL,28/09/2018,,"33461,77","-0,56","0,31",,,
MERVAL,27/09/2018,,"33651,33","-0,86","0,33",,,
MERVAL,26/09/2018,,"33943,28","-0,32","0,35",,,
MERVAL,25/09/2018,,"34052,62","2,68","0,36",,,
MERVAL,24/09/2018,,"33163,61","-3,39","0,32",,,
MERVAL,21/09/2018,,"34327,12","-0,54","0,40",,,
MERVAL,20/09/2018,,"34514,24","4,21","0,42",,,
MERVAL,19/09/2018,,"33118,35","3,15","0,37",,,
MERVAL,18/09/2018,,"32106,34","3,05","0,34",,,
MERVAL,17/09/2018,,"31157,40","3,25","0,30",,,
MERVAL,14/09/2018,,"30177,43","0,51","0,27",,,
MERVAL,13/09/2018,,"30023,76","0,94","0,26",,,
MERVAL,12/09/2018,,"29744,67","1,99","0,26",,,
MERVAL,11/09/2018,,"29163,63","-0,99","0,21",,,
MERVAL,10/09/2018,,"29490,48","-1,08","0,23",,,
MERVAL,07/09/2018,,"29811,22","-0,46","0,23",,,
MERVAL,06/09/2018,,"29948,35","4,10","0,24",,,
MERVAL,05/09/2018,,"28769,09","4,14","0,20",,,
MERVAL,04/09/2018,,"27625,35","-4,10","0,17",,,
MERVAL,03/09/2018,,"28807,29","-1,66","0,22",,,
MERVAL,31/08/2018,,"29293,52","9,49","0,24",,,
MERVAL,30/08/2018,,"26754,85","5,34","0,14",,,
MERVAL,29/08/2018,,"25398,41","1,46","0,08",,,
MERVAL,28/08/2018,,"25032,95","-1,58","0,07",,,
MERVAL,27/08/2018,,"25481,34","1,25","0,09",,,
MERVAL,24/08/2018,,"25167,96","-5,11","0,08",,,
MERVAL,23/08/2018,,"26523,20","-1,20","0,14",,,
MERVAL,22/08/2018,,"26844,35","3,07","0,17",,,
MERVAL,21/08/2018,,"26045,93","-0,74","0,14",,,
MERVAL,17/08/2018,,"26238,82","-2,60","0,16",,,
MERVAL,16/08/2018,,"26938,75","-0,26","0,18",,,
MERVAL,15/08/2018,,"27008,20","1,78","0,19",,,
MERVAL,14/08/2018,,"26536,63","1,82","0,18",,,
MERVAL,13/08/2018,,"26061,96","-2,96","0,16",,,
MERVAL,10/08/2018,,"26856,15","-0,19","0,27",,,
MERVAL,09/08/2018,,"26926,26","0,94","0,29",,,
MERVAL,08/08/2018,,"26674,87","-3,99","0,26",,,
MERVAL,07/08/2018,,"27783,35","-3,84","0,29",,,
MERVAL,06/08/2018,,"28893,97","-1,10","0,35",,,
MERVAL,03/08/2018,,"29215,98","1,15","0,34",,,
MERVAL,02/08/2018,,"28882,85","-1,72","0,32",,,
MERVAL,01/08/2018,,"29387,80","0,34","0,37",,,
MERVAL,31/07/2018,,"29287,34","0,19","0,36",,,
MERVAL,30/07/2018,,"29232,12","-0,09","0,36",,,
MERVAL,27/07/2018,,"29259,02","0,19","0,38",,,
MERVAL,26/07/2018,,"29204,92","-0,54","0,38",,,
MERVAL,25/07/2018,,"29363,46","3,86","0,38",,,
MERVAL,24/07/2018,,"28272,52","2,05","0,33",,,
MERVAL,23/07/2018,,"27703,74","0,28","0,30",,,
MERVAL,20/07/2018,,"27639,44","3,08","0,29",,,
MERVAL,19/07/2018,,"26814,42","-0,85","0,25",,,
MERVAL,18/07/2018,,"27044,46","1,04","0,28",,,
MERVAL,17/07/2018,,"26765,07","1,91","0,26",,,
MERVAL,16/07/2018,,"26263,65","-0,94","0,23",,,
MERVAL,13/07/2018,,"26514,16","-0,71","0,21",,,
MERVAL,12/07/2018,,"26704,91","-1,93","0,20",,,
MERVAL,11/07/2018,,"27231,78","-1,46","0,23",,,
MERVAL,10/07/2018,,"27635,21","0,09","0,26",,,
MERVAL,06/07/2018,,"27611,04","-0,73","0,24",,,
MERVAL,05/07/2018,,"27813,17","0,40","0,24",,,
MERVAL,04/07/2018,,"27702,88","2,25","0,24",,,
MERVAL,03/07/2018,,"27092,19","7,09","0,22",,,
MERVAL,02/07/2018,,"25298,04","-2,84","0,14",,,
MERVAL,29/06/2018,,"26037,01","-2,81","0,21",,,
MERVAL,28/06/2018,,"26789,41","3,35","0,25",,,
MERVAL,27/06/2018,,"25921,08","-8,96","0,22",,,
MERVAL,26/06/2018,,"28473,48","-1,22","0,34",,,
MERVAL,25/06/2018,,"28825,12","-4,59","0,35",,,
MERVAL,22/06/2018,,"30210,61","-2,13","0,44",,,
MERVAL,21/06/2018,,"30869,35","6,01","0,50",,,
MERVAL,19/06/2018,,"29118,51","5,29","0,34",,,
MERVAL,18/06/2018,,"27656,57","-8,26","0,28",,,
MERVAL,15/06/2018,,"30147,65","0,11","0,44",,,
MERVAL,14/06/2018,,"30114,88","-0,38","0,42",,,
MERVAL,13/06/2018,,"30228,42","-1,69","0,41",,,
MERVAL,12/06/2018,,"30749,09","-3,01","0,46",,,
MERVAL,11/06/2018,,"31703,85","0,83","0,50",,,
MERVAL,08/06/2018,,"31444,08","4,20","0,43",,,
MERVAL,07/06/2018,,"30177,81","-0,82","0,36",,,
MERVAL,06/06/2018,,"30428,00","0,23","0,36",,,
MERVAL,05/06/2018,,"30377,39","4,62","0,35",,,
MERVAL,04/06/2018,,"29036,15","2,11","0,29",,,
MERVAL,01/06/2018,,"28436,75","-0,43","0,26",,,
MERVAL,31/05/2018,,"28558,83","0,60","0,28",,,
MERVAL,30/05/2018,,"28389,40","0,23","0,27",,,
MERVAL,29/05/2018,,"28325,59","-1,15","0,27",,,
MERVAL,28/05/2018,,"28653,75","-3,41","0,28",,,
MERVAL,24/05/2018,,"29664,90","-1,88","0,37",,,
MERVAL,23/05/2018,,"30233,95","-2,44","0,40",,,
MERVAL,22/05/2018,,"30991,35","-2,03","0,44",,,
MERVAL,21/05/2018,,"31632,45","-0,74","0,47",,,
MERVAL,18/05/2018,,"31869,82","0,20","0,52",,,
MERVAL,17/05/2018,,"31806,18","0,46","0,47",,,
MERVAL,16/05/2018,,"31660,57","3,21","0,45",,,
MERVAL,15/05/2018,,"30676,94","0,77","0,42",,,
MERVAL,14/05/2018,,"30441,60","1,97","0,41",,,
MERVAL,11/05/2018,,"29852,06","0,85","0,39",,,
MERVAL,10/05/2018,,"29600,66","6,07","0,38",,,
MERVAL,09/05/2018,,"27907,92","6,21","0,32",,,
MERVAL,08/05/2018,,"26276,52","-4,49","0,25",,,
MERVAL,07/05/2018,,"27512,56","-3,64","0,31",,,
MERVAL,04/05/2018,,"28553,27","-3,22","0,36",,,
MERVAL,03/05/2018,,"29503,40","-0,37","0,39",,,
MERVAL,02/05/2018,,"29613,98","-1,31","0,40",,,
MERVAL,27/04/2018,,"30006,35","1,76","0,44",,,
MERVAL,26/04/2018,,"29487,82","-1,53","0,40",,,
MERVAL,25/04/2018,,"29946,83","-2,03","0,41",,,
MERVAL,24/04/2018,,"30568,86","-1,20","0,44",,,
MERVAL,23/04/2018,,"30941,08","-0,71","0,46",,,
MERVAL,20/04/2018,,"31161,70","-0,38","0,51",,,
MERVAL,19/04/2018,,"31281,32","-0,79","0,52",,,
MERVAL,18/04/2018,,"31531,90","0,41","0,53",,,
MERVAL,17/04/2018,,"31402,77","1,27","0,51",,,
MERVAL,16/04/2018,,"31007,80","-1,85","0,50",,,
MERVAL,13/04/2018,,"31593,11","-1,39","0,52",,,
MERVAL,12/04/2018,,"32038,79","0,02","0,54",,,
MERVAL,11/04/2018,,"32030,85","-0,59","0,53",,,
MERVAL,10/04/2018,,"32222,40","1,19","0,54",,,
MERVAL,09/04/2018,,"31844,43","0,33","0,52",,,
MERVAL,06/04/2018,,"31738,77","-0,40","0,52",,,
MERVAL,05/04/2018,,"31866,63","1,75","0,54",,,
MERVAL,04/04/2018,,"31318,47","-0,07","0,50",,,
MERVAL,03/04/2018,,"31341,06","0,73","0,52",,,
MERVAL,28/03/2018,,"31114,93","-0,39","0,56",,,
MERVAL,27/03/2018,,"31236,12","-1,27","0,58",,,
MERVAL,26/03/2018,,"31636,56","0,56","0,60",,,
MERVAL,23/03/2018,,"31461,26","-1,40","0,60",,,
MERVAL,22/03/2018,,"31908,22","-1,43","0,62",,,
MERVAL,21/03/2018,,"32369,59","1,80","0,66",,,
MERVAL,20/03/2018,,"31797,57","0,23","0,61",,,
MERVAL,19/03/2018,,"31724,38","-2,55","0,60",,,
MERVAL,16/03/2018,,"32555,08","-0,47","0,66",,,
MERVAL,15/03/2018,,"32707,46","-0,36","0,69",,,
MERVAL,14/03/2018,,"32824,48","-0,47","0,72",,,
MERVAL,13/03/2018,,"32980,12","-0,79","0,72",,,
MERVAL,12/03/2018,,"33243,97","0,18","0,73",,,
MERVAL,09/03/2018,,"33182,60","1,10","0,77",,,
MERVAL,08/03/2018,,"32822,60","0,24","0,71",,,
MERVAL,07/03/2018,,"32743,55","-0,37","0,70",,,
MERVAL,06/03/2018,,"32864,98","2,28","0,71",,,
MERVAL,05/03/2018,,"32133,74","0,73","0,67",,,
MERVAL,02/03/2018,,"31900,70","-0,35","0,68",,,
MERVAL,01/03/2018,,"32013,03","-3,02","0,65",,,
MERVAL,28/02/2018,,"33010,90","1,52","0,71",,,
MERVAL,27/02/2018,,"32516,31","-1,22","0,68",,,
MERVAL,26/02/2018,,"32918,20","0,54","0,70",,,
MERVAL,23/02/2018,,"32742,39","-1,15","0,68",,,
MERVAL,22/02/2018,,"33124,77","0,25","0,66",,,
MERVAL,21/02/2018,,"33042,30","0,66","0,65",,,
MERVAL,20/02/2018,,"32825,94","-1,37","0,64",,,
MERVAL,19/02/2018,,"33285,60","1,86","0,66",,,
MERVAL,16/02/2018,,"32677,25","2,04","0,67",,,
MERVAL,15/02/2018,,"32023,64","1,50","0,63",,,
MERVAL,14/02/2018,,"31551,31","4,67","0,61",,,
