,,REPORTE COTIZACIONES,,,,01/12/2016 - 02/12/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
INCH-GB,23/11/2017,,"3351,92","0,00","0,04",,,
INCH-GB,22/11/2017,,"3430,46","0,00","0,06",,,
INCH-GB,21/11/2017,,"3410,50","0,53","0,06",,,
INCH-GB,20/11/2017,,"3392,40","0,28","0,06",,,
INCH-GB,17/11/2017,,"3382,91","-0,48","0,06",,,
INCH-GB,16/11/2017,,"3399,25","-0,10","0,07",,,
INCH-GB,15/11/2017,,"3402,52","-0,79","0,07",,,
INCH-GB,14/11/2017,,"3429,55","-0,53","0,07",,,
INCH-GB,13/11/2017,,"3447,84","0,44","0,08",,,
INCH-GB,10/11/2017,,"3432,67","0,14","0,09",,,
INCH-GB,09/11/2017,,"3427,80","0,36","0,10",,,
INCH-GB,08/11/2017,,"3415,46","0,06","0,09",,,
INCH-GB,07/11/2017,,"3413,57","0,75","0,09",,,
INCH-GB,06/11/2017,,"3388,17","0,49","0,09",,,
INCH-GB,03/11/2017,,"3371,74","-0,34","0,08",,,
INCH-GB,02/11/2017,,"3383,31","-0,37","0,10",,,
INCH-GB,01/11/2017,,"3395,91","0,08","0,09",,,
INCH-GB,31/10/2017,,"3393,34","0,09","0,10",,,
INCH-GB,30/10/2017,,"3390,34","-0,77","0,10",,,
INCH-GB,27/10/2017,,"3416,81","0,27","0,10",,,
INCH-GB,26/10/2017,,"3407,57","0,31","0,10",,,
INCH-GB,25/10/2017,,"3396,90","0,26","0,09",,,
INCH-GB,24/10/2017,,"3388,25","0,22","0,09",,,
INCH-GB,23/10/2017,,"3380,70","0,06","0,09",,,
INCH-GB,20/10/2017,,"3378,65","0,25","0,10",,,
INCH-GB,19/10/2017,,"3370,17","-0,34","0,10",,,
INCH-GB,18/10/2017,,"3381,79","0,29","0,10",,,
INCH-GB,17/10/2017,,"3372,04","-0,19","0,11",,,
INCH-GB,16/10/2017,,"3378,47","-0,36","0,12",,,
INCH-GB,13/10/2017,,"3390,52","0,13","0,11",,,
INCH-GB,12/10/2017,,"3386,10","-0,06","0,11",,,
INCH-GB,11/10/2017,,"3388,28","0,16","0,11",,,
INCH-GB,10/10/2017,,"3382,99","0,26","0,11",,,
INCH-GB,09/10/2017,,"3374,38","0,76","0,11",,,
INCH-GB,06/10/2017,,"3348,94","0,28","0,12",,,
INCH-GB,05/10/2017,,"3348,94","0,28","0,12",,,
INCH-GB,04/10/2017,,"3348,94","0,28","0,12",,,
INCH-GB,03/10/2017,,"3348,94","0,28","0,12",,,
INCH-GB,02/10/2017,,"3348,94","0,28","0,12",,,
INCH-GB,29/09/2017,,"3348,94","0,28","0,12",,,
INCH-GB,28/09/2017,,"3339,64","-0,17","0,12",,,
INCH-GB,27/09/2017,,"3345,27","0,05","0,12",,,
INCH-GB,26/09/2017,,"3343,58","0,06","0,13",,,
INCH-GB,25/09/2017,,"3341,55","-0,33","0,13",,,
INCH-GB,22/09/2017,,"3352,53","-0,16","0,11",,,
INCH-GB,21/09/2017,,"3357,81","-0,24","0,11",,,
INCH-GB,20/09/2017,,"3366,00","0,27","0,12",,,
INCH-GB,19/09/2017,,"3356,84","-0,18","0,11",,,
INCH-GB,18/09/2017,,"3362,86","0,28","0,12",,,
INCH-GB,15/09/2017,,"3353,62","-0,53","0,12",,,
INCH-GB,14/09/2017,,"3371,43","-0,38","0,13",,,
INCH-GB,13/09/2017,,"3384,15","0,14","0,12",,,
INCH-GB,12/09/2017,,"3379,49","0,09","0,12",,,
INCH-GB,11/09/2017,,"3376,42","0,33","0,12",,,
INCH-GB,08/09/2017,,"3365,24","-0,01","0,09",,,
INCH-GB,07/09/2017,,"3365,50","-0,59","0,09",,,
INCH-GB,06/09/2017,,"3385,39","0,03","0,10",,,
INCH-GB,05/09/2017,,"3384,32","0,14","0,11",,,
INCH-GB,04/09/2017,,"3379,58","0,37","0,11",,,
INCH-GB,01/09/2017,,"3367,12","0,19","0,10",,,
INCH-GB,31/08/2017,,"3360,81","-0,08","0,09",,,
INCH-GB,30/08/2017,,"3363,63","-0,05","0,10",,,
INCH-GB,29/08/2017,,"3365,23","0,08","0,10",,,
INCH-GB,28/08/2017,,"3362,65","0,93","0,10",,,
INCH-GB,25/08/2017,,"3331,52","1,83","0,09",,,
INCH-GB,24/08/2017,,"3271,51","-0,49","0,07",,,
INCH-GB,23/08/2017,,"3287,70","-0,08","0,07",,,
INCH-GB,22/08/2017,,"3290,23","0,10","0,07",,,
INCH-GB,21/08/2017,,"3286,91","0,56","0,07",,,
INCH-GB,18/08/2017,,"3268,72","0,01","0,06",,,
INCH-GB,17/08/2017,,"3268,43","0,68","0,06",,,
INCH-GB,16/08/2017,,"3246,45","-0,15","0,05",,,
INCH-GB,15/08/2017,,"3251,26","0,43","0,05",,,
INCH-GB,14/08/2017,,"3237,36","0,90","0,04",,,
INCH-GB,11/08/2017,,"3208,54","-1,63","0,07",,,
INCH-GB,10/08/2017,,"3261,75","-0,42","0,09",,,
INCH-GB,09/08/2017,,"3275,57","-0,19","0,09",,,
INCH-GB,08/08/2017,,"3281,87","0,07","0,10",,,
INCH-GB,07/08/2017,,"3279,46","0,53","0,10",,,
INCH-GB,04/08/2017,,"3262,08","-0,33","0,10",,,
INCH-GB,03/08/2017,,"3272,93","-0,37","0,10",,,
INCH-GB,02/08/2017,,"3285,06","-0,23","0,11",,,
INCH-GB,01/08/2017,,"3292,64","0,60","0,12",,,
INCH-GB,31/07/2017,,"3273,03","0,61","0,11",,,
INCH-GB,28/07/2017,,"3253,24","0,11","0,09",,,
INCH-GB,27/07/2017,,"3249,78","0,06","0,09",,,
INCH-GB,26/07/2017,,"3247,68","0,12","0,07",,,
INCH-GB,25/07/2017,,"3243,69","-0,21","0,08",,,
INCH-GB,24/07/2017,,"3250,60","0,39","0,08",,,
INCH-GB,21/07/2017,,"3237,98","-0,21","0,07",,,
INCH-GB,20/07/2017,,"3244,86","0,43","0,08",,,
INCH-GB,19/07/2017,,"3230,98","1,36","0,07",,,
INCH-GB,18/07/2017,,"3187,57","0,35","0,05",,,
INCH-GB,17/07/2017,,"3176,47","-1,43","0,05",,,
INCH-GB,14/07/2017,,"3222,42","0,13","0,06",,,
INCH-GB,13/07/2017,,"3218,16","0,64","0,06",,,
INCH-GB,12/07/2017,,"3197,54","-0,17","0,05",,,
INCH-GB,11/07/2017,,"3203,04","-0,30","0,07",,,
INCH-GB,10/07/2017,,"3212,63","-0,17","0,08",,,
INCH-GB,07/07/2017,,"3217,96","0,17","0,07",,,
INCH-GB,06/07/2017,,"3212,44","0,17","0,07",,,
INCH-GB,05/07/2017,,"3207,13","0,76","0,07",,,
INCH-GB,04/07/2017,,"3182,80","-0,41","0,07",,,
INCH-GB,03/07/2017,,"3195,91","0,11","0,07",,,
INCH-GB,30/06/2017,,"3192,43","0,14","0,09",,,
INCH-GB,29/06/2017,,"3188,06","0,47","0,09",,,
INCH-GB,28/06/2017,,"3173,20","-0,56","0,09",,,
INCH-GB,27/06/2017,,"3191,20","0,18","0,11",,,
INCH-GB,26/06/2017,,"3185,44","0,87","0,11",,,
INCH-GB,23/06/2017,,"3157,87","0,33","0,10",,,
INCH-GB,22/06/2017,,"3147,45","-0,28","0,09",,,
INCH-GB,21/06/2017,,"3156,21","0,52","0,10",,,
INCH-GB,20/06/2017,,"3140,01","-0,14","0,09",,,
INCH-GB,19/06/2017,,"3144,37","0,68","0,09",,,
INCH-GB,16/06/2017,,"3123,17","-0,30","0,09",,,
INCH-GB,15/06/2017,,"3132,49","0,06","0,09",,,
INCH-GB,14/06/2017,,"3130,67","-0,73","0,11",,,
INCH-GB,13/06/2017,,"3153,74","0,44","0,12",,,
INCH-GB,12/06/2017,,"3139,88","-0,59","0,11",,,
INCH-GB,09/06/2017,,"3158,40","0,26","0,08",,,
INCH-GB,08/06/2017,,"3150,33","0,32","0,08",,,
INCH-GB,07/06/2017,,"3140,32","1,23","0,07",,,
INCH-GB,06/06/2017,,"3102,13","0,34","0,06",,,
INCH-GB,05/06/2017,,"3091,66","-0,45","0,06",,,
INCH-GB,02/06/2017,,"3105,54","0,09","0,07",,,
INCH-GB,01/06/2017,,"3102,62","-0,47","0,07",,,
INCH-GB,31/05/2017,,"3117,18","0,23","0,07",,,
INCH-GB,30/05/2017,,"3110,06","0,07","0,11",,,
INCH-GB,29/05/2017,,"3110,06","0,07","0,11",,,
INCH-GB,26/05/2017,,"3110,06","0,07","0,11",,,
INCH-GB,25/05/2017,,"3107,83","1,43","0,11",,,
INCH-GB,24/05/2017,,"3064,08","0,07","0,09",,,
INCH-GB,23/05/2017,,"3061,95","-0,45","0,08",,,
INCH-GB,22/05/2017,,"3075,68","-0,48","0,09",,,
INCH-GB,19/05/2017,,"3090,63","0,02","0,11",,,
INCH-GB,18/05/2017,,"3090,14","-0,46","0,11",,,
INCH-GB,17/05/2017,,"3104,44","-0,27","0,10",,,
INCH-GB,16/05/2017,,"3112,96","0,74","0,10",,,
INCH-GB,15/05/2017,,"3090,23","0,22","0,09",,,
INCH-GB,12/05/2017,,"3083,51","0,72","0,09",,,
INCH-GB,11/05/2017,,"3061,50","0,29","0,08",,,
INCH-GB,10/05/2017,,"3052,78","-0,90","0,08",,,
INCH-GB,09/05/2017,,"3080,53","0,06","0,09",,,
INCH-GB,08/05/2017,,"3078,61","-0,79","0,09",,,
INCH-GB,05/05/2017,,"3103,04","-0,78","0,04",,,
INCH-GB,04/05/2017,,"3127,37","-0,25","0,05",,,
INCH-GB,03/05/2017,,"3135,35","-0,27","0,05",,,
INCH-GB,02/05/2017,,"3143,71","-0,35","0,07",,,
INCH-GB,01/05/2017,,"3154,66","0,08","0,08",,,
INCH-GB,28/04/2017,,"3154,66","0,08","0,08",,,
INCH-GB,27/04/2017,,"3152,19","0,36","0,07",,,
INCH-GB,26/04/2017,,"3140,85","0,20","0,06",,,
INCH-GB,25/04/2017,,"3134,57","0,16","0,07",,,
INCH-GB,24/04/2017,,"3129,53","-1,37","0,07",,,
INCH-GB,21/04/2017,,"3173,15","0,03","0,08",,,
INCH-GB,20/04/2017,,"3172,10","0,04","0,07",,,
INCH-GB,19/04/2017,,"3170,69","-0,81","0,05",,,
INCH-GB,18/04/2017,,"3196,71","-0,79","0,06",,,
INCH-GB,17/04/2017,,"3222,17","-0,74","0,07",,,
INCH-GB,14/04/2017,,"3246,07","-0,91","0,06",,,
INCH-GB,13/04/2017,,"3275,96","0,07","0,07",,,
INCH-GB,12/04/2017,,"3273,83","-0,46","0,09",,,
INCH-GB,11/04/2017,,"3288,97","0,60","0,09",,,
INCH-GB,10/04/2017,,"3269,39","-0,52","0,08",,,
INCH-GB,07/04/2017,,"3286,62","0,17","0,10",,,
INCH-GB,06/04/2017,,"3281,01","0,33","0,08",,,
INCH-GB,05/04/2017,,"3270,30","1,48","0,08",,,
INCH-GB,04/04/2017,,"3222,51","0,38","0,08",,,
INCH-GB,03/04/2017,,"3222,51","0,38","0,08",,,
INCH-GB,31/03/2017,,"3222,51","0,38","0,08",,,
INCH-GB,30/03/2017,,"3210,24","-0,96","0,07",,,
INCH-GB,29/03/2017,,"3241,31","-0,36","0,12",,,
INCH-GB,28/03/2017,,"3252,95","-0,43","0,10",,,
INCH-GB,27/03/2017,,"3266,95","-0,08","0,11",,,
INCH-GB,24/03/2017,,"3269,45","0,64","0,11",,,
INCH-GB,23/03/2017,,"3248,55","0,10","0,08",,,
INCH-GB,22/03/2017,,"3245,22","-0,50","0,09",,,
INCH-GB,21/03/2017,,"3261,61","0,33","0,09",,,
INCH-GB,20/03/2017,,"3250,81","0,41","0,08",,,
INCH-GB,17/03/2017,,"3237,45","-0,96","0,12",,,
INCH-GB,16/03/2017,,"3268,93","0,84","0,14",,,
INCH-GB,15/03/2017,,"3241,76","0,08","0,14",,,
INCH-GB,14/03/2017,,"3239,33","0,07","0,14",,,
INCH-GB,13/03/2017,,"3237,02","0,76","0,14",,,
INCH-GB,10/03/2017,,"3212,76","-0,12","0,15",,,
INCH-GB,09/03/2017,,"3216,75","-0,74","0,13",,,
INCH-GB,08/03/2017,,"3240,66","-0,05","0,12",,,
INCH-GB,07/03/2017,,"3242,41","0,26","0,12",,,
INCH-GB,06/03/2017,,"3233,86","0,48","0,12",,,
INCH-GB,03/03/2017,,"3218,31","-0,36","0,13",,,
INCH-GB,02/03/2017,,"3230,03","-0,52","0,14",,,
INCH-GB,01/03/2017,,"3246,93","0,16","0,19",,,
INCH-GB,28/02/2017,,"3241,73","0,40","0,21",,,
INCH-GB,27/02/2017,,"3228,66","-0,76","0,21",,,
INCH-GB,24/02/2017,,"3253,43","0,06","0,19",,,
INCH-GB,23/02/2017,,"3251,38","-0,30","0,12",,,
INCH-GB,22/02/2017,,"3261,22","0,24","0,13",,,
INCH-GB,21/02/2017,,"3253,33","0,41","0,12",,,
INCH-GB,20/02/2017,,"3239,96","1,18","0,11",,,
INCH-GB,17/02/2017,,"3202,07","-0,85","0,12",,,
INCH-GB,16/02/2017,,"3229,62","0,52","0,13",,,
INCH-GB,15/02/2017,,"3212,99","-0,15","0,14",,,
INCH-GB,14/02/2017,,"3217,93","0,03","0,18",,,
INCH-GB,13/02/2017,,"3216,84","0,63","0,18",,,
INCH-GB,10/02/2017,,"3196,70","0,42","0,16",,,
INCH-GB,09/02/2017,,"3183,18","0,51","0,16",,,
INCH-GB,08/02/2017,,"3166,98","0,44","0,15",,,
INCH-GB,07/02/2017,,"3153,09","-0,12","0,15",,,
INCH-GB,06/02/2017,,"3156,98","0,54","0,15",,,
INCH-GB,03/02/2017,,"3140,17","-0,60","0,13",,,
INCH-GB,02/02/2017,,"3159,17","0,31","0,16",,,
INCH-GB,01/02/2017,,"3159,17","0,31","0,15",,,
INCH-GB,31/01/2017,,"3159,17","0,31","0,18",,,
INCH-GB,30/01/2017,,"3159,17","0,31","0,18",,,
INCH-GB,27/01/2017,,"3159,17","0,31","0,19",,,
INCH-GB,26/01/2017,,"3159,17","0,31","0,16",,,
INCH-GB,25/01/2017,,"3149,55","0,22","0,15",,,
INCH-GB,24/01/2017,,"3142,55","0,18","0,07",,,
INCH-GB,23/01/2017,,"3136,78","0,44","0,07",,,
INCH-GB,20/01/2017,,"3123,14","0,70","0,09",,,
INCH-GB,19/01/2017,,"3101,30","-0,38","0,05",,,
INCH-GB,18/01/2017,,"3113,01","0,14","0,04",,,
INCH-GB,17/01/2017,,"3108,78","0,17","0,07",,,
INCH-GB,16/01/2017,,"3103,43","-0,30","0,07",,,
INCH-GB,13/01/2017,,"3112,76","-0,21","0,04",,,
INCH-GB,12/01/2017,,"3119,63","-0,55","0,06",,,
INCH-GB,11/01/2017,,"3136,75","-0,79","0,04",,,
INCH-GB,10/01/2017,,"3161,67","-0,30","0,05",,,
INCH-GB,09/01/2017,,"3171,24","0,54","0,06",,,
INCH-GB,06/01/2017,,"3154,32","-0,35","0,01",,,
INCH-GB,05/01/2017,,"3165,41","0,21","-0,05",,,
INCH-GB,04/01/2017,,"3158,79","0,73","-0,03",,,
INCH-GB,03/01/2017,,"3135,92","1,04","-0,04",,,
INCH-GB,02/01/2017,,"3103,64","0,24","-0,05",,,
INCH-GB,30/12/2016,,"3103,64","0,24","-0,12",,,
INCH-GB,29/12/2016,,"3096,10","-0,20","-0,13",,,
INCH-GB,28/12/2016,,"3102,24","-0,40","-0,12",,,
INCH-GB,27/12/2016,,"3114,66","-0,25","-0,11",,,
INCH-GB,26/12/2016,,"3122,57","0,40","-0,11",,,
INCH-GB,23/12/2016,,"3110,15","-0,94","-0,13",,,
INCH-GB,22/12/2016,,"3139,56","0,07","-0,13",,,
INCH-GB,21/12/2016,,"3137,43","1,11","-0,14",,,
INCH-GB,20/12/2016,,"3102,88","-0,49","-0,14",,,
INCH-GB,19/12/2016,,"3118,08","-0,16","-0,14",,,
INCH-GB,16/12/2016,,"3122,98","0,17","-0,12",,,
INCH-GB,15/12/2016,,"3117,68","-0,73","-0,11",,,
INCH-GB,14/12/2016,,"3140,53","-0,46","-0,10",,,
INCH-GB,13/12/2016,,"3155,04","0,07","-0,10",,,
INCH-GB,12/12/2016,,"3152,97","-2,47","-0,10",,,
INCH-GB,09/12/2016,,"3232,88","0,54","-0,06",,,
INCH-GB,08/12/2016,,"3215,37","-0,21","-0,07",,,
INCH-GB,07/12/2016,,"3222,24","0,71","-0,07",,,
INCH-GB,06/12/2016,,"3199,65","-0,16","-0,09",,,
INCH-GB,05/12/2016,,"3204,71","-1,21","-0,09",,,
INCH-GB,02/12/2016,,"3243,84","-0,90","-0,09",,,
INCH-GB,01/12/2016,,"3273,31","0,72","-0,07",,,
GENERAL,02/12/2019,,"1445059,08","-2,84","0,03",,,
GENERAL,29/11/2019,,"1487301,06","0,83","0,07",,,
GENERAL,28/11/2019,,"1475129,66","0,75","0,06",,,
GENERAL,27/11/2019,,"1464109,29","5,19","0,06",,,
GENERAL,26/11/2019,,"1391870,60","-3,85","0,00",,,
GENERAL,25/11/2019,,"1447982,98","-0,20","0,04",,,
GENERAL,22/11/2019,,"1450887,73","0,92","0,08",,,
GENERAL,21/11/2019,,"1437710,03","-0,54","0,06",,,
GENERAL,20/11/2019,,"1445576,73","3,53","0,09",,,
GENERAL,19/11/2019,,"1396343,40","1,01","0,05",,,
GENERAL,15/11/2019,,"1382332,31","2,55","0,01",,,
GENERAL,14/11/2019,,"1347973,86","-3,39","0,02",,,
GENERAL,13/11/2019,,"1395287,04","-2,92","0,08",,,
GENERAL,12/11/2019,,"1437183,21","-0,75","0,08",,,
GENERAL,11/11/2019,,"1447903,14","-1,48","0,09",,,
GENERAL,08/11/2019,,"1469636,68","-4,16","0,07",,,
GENERAL,07/11/2019,,"1533399,41","1,05","0,10",,,
GENERAL,06/11/2019,,"1517446,82","-3,58","0,09",,,
GENERAL,05/11/2019,,"1573767,39","-0,90","0,12",,,
GENERAL,04/11/2019,,"1588009,87","4,01","0,13",,,
GENERAL,01/11/2019,,"1526820,49","2,07","0,09",,,
GENERAL,31/10/2019,,"1495830,42","3,22","0,12",,,
GENERAL,30/10/2019,,"1449206,07","3,99","0,09",,,
GENERAL,29/10/2019,,"1393618,80","-2,04","0,06",,,
GENERAL,28/10/2019,,"1422600,01","-3,66","0,08",,,
GENERAL,25/10/2019,,"1476682,11","3,19","0,12",,,
GENERAL,24/10/2019,,"1431062,41","2,13","0,12",,,
GENERAL,23/10/2019,,"1401265,16","-1,40","0,08",,,
GENERAL,22/10/2019,,"1422565,90","2,16","0,09",,,
GENERAL,21/10/2019,,"1392505,96","1,83","0,07",,,
GENERAL,18/10/2019,,"1367431,94","-0,08","0,05",,,
GENERAL,17/10/2019,,"1368561,94","4,16","0,04",,,
GENERAL,16/10/2019,,"1313874,44","-1,68","-0,02",,,
GENERAL,15/10/2019,,"1336299,06","-1,37","-0,00",,,
GENERAL,11/10/2019,,"1354825,11","0,13","0,06",,,
GENERAL,10/10/2019,,"1353053,12","4,28","0,03",,,
GENERAL,09/10/2019,,"1297516,76","0,31","-0,05",,,
GENERAL,08/10/2019,,"1293520,65","-1,98","-0,08",,,
GENERAL,07/10/2019,,"1319680,29","-2,70","-0,06",,,
GENERAL,04/10/2019,,"1356344,83","4,58","-0,04",,,
GENERAL,03/10/2019,,"1296912,11","-1,22","-0,11",,,
GENERAL,02/10/2019,,"1312993,16","2,41","-0,11",,,
GENERAL,01/10/2019,,"1282112,94","3,39","-0,13",,,
GENERAL,30/09/2019,,"1240101,63","0,35","-0,16",,,
GENERAL,27/09/2019,,"1235828,22","2,44","-0,19",,,
GENERAL,26/09/2019,,"1206334,33","-0,10","-0,21",,,
GENERAL,25/09/2019,,"1207562,32","1,31","-0,20",,,
GENERAL,24/09/2019,,"1191936,06","-4,29","-0,19",,,
GENERAL,23/09/2019,,"1246847,51","-3,18","-0,15",,,
GENERAL,20/09/2019,,"1287768,28","-1,22","-0,16",,,
GENERAL,19/09/2019,,"1303735,48","1,24","-0,11",,,
GENERAL,18/09/2019,,"1287755,27","-0,50","-0,10",,,
GENERAL,17/09/2019,,"1294261,29","-0,94","-0,06",,,
GENERAL,16/09/2019,,"1306515,79","1,24","-0,05",,,
GENERAL,13/09/2019,,"1290524,61","3,18","-0,04",,,
GENERAL,12/09/2019,,"1250721,68","1,65","-0,06",,,
GENERAL,11/09/2019,,"1230422,17","0,63","-0,05",,,
GENERAL,10/09/2019,,"1222733,31","4,38","-0,06",,,
GENERAL,09/09/2019,,"1171433,17","-1,66","-0,10",,,
GENERAL,06/09/2019,,"1191251,71","2,90","-0,10",,,
GENERAL,05/09/2019,,"1157667,21","9,01","-0,10",,,
GENERAL,04/09/2019,,"1061980,49","6,76","-0,15",,,
GENERAL,03/09/2019,,"994760,18","-11,66","-0,23",,,
GENERAL,02/09/2019,,"1126079,13","6,08","-0,12",,,
GENERAL,30/08/2019,,"1061574,27","2,29","-0,13",,,
GENERAL,29/08/2019,,"1037847,69","-5,40","-0,09",,,
GENERAL,28/08/2019,,"1097072,25","3,15","-0,01",,,
GENERAL,27/08/2019,,"1063576,77","-4,88","-0,06",,,
GENERAL,26/08/2019,,"1118137,01","-2,75","-0,01",,,
GENERAL,23/08/2019,,"1149719,08","-4,90","-0,01",,,
GENERAL,22/08/2019,,"1208916,34","0,09","0,03",,,
GENERAL,21/08/2019,,"1207808,14","2,61","0,06",,,
GENERAL,20/08/2019,,"1177060,85","-10,51","0,03",,,
GENERAL,16/08/2019,,"1315270,82","-1,90","0,12",,,
GENERAL,15/08/2019,,"1340700,28","3,15","0,14",,,
GENERAL,14/08/2019,,"1299762,12","-1,53","0,12",,,
GENERAL,13/08/2019,,"1320000,39","9,67","0,15",,,
GENERAL,12/08/2019,,"1203629,60","-36,97","0,05",,,
GENERAL,09/08/2019,,"1909644,01","7,84","0,62",,,
GENERAL,08/08/2019,,"1770779,13","0,15","0,51",,,
GENERAL,07/08/2019,,"1768045,43","-0,83","0,47",,,
GENERAL,06/08/2019,,"1782928,04","1,08","0,43",,,
GENERAL,05/08/2019,,"1763911,68","-1,24","0,41",,,
GENERAL,02/08/2019,,"1786147,42","-0,10","0,43",,,
GENERAL,01/08/2019,,"1787908,39","-1,54","0,41",,,
GENERAL,31/07/2019,,"1815853,84","-0,86","0,43",,,
GENERAL,30/07/2019,,"1831575,79","-0,76","0,45",,,
GENERAL,29/07/2019,,"1845519,10","1,96","0,46",,,
GENERAL,26/07/2019,,"1809967,23","5,16","0,43",,,
GENERAL,25/07/2019,,"1721237,26","0,28","0,36",,,
GENERAL,24/07/2019,,"1716369,41","1,35","0,39",,,
GENERAL,23/07/2019,,"1695059,86","1,15","0,39",,,
GENERAL,22/07/2019,,"1675860,47","-3,40","0,38",,,
GENERAL,19/07/2019,,"1734823,81","-1,32","0,47",,,
GENERAL,18/07/2019,,"1757957,92","-1,61","0,47",,,
GENERAL,17/07/2019,,"1786727,75","-0,70","0,52",,,
GENERAL,16/07/2019,,"1799346,34","1,26","0,56",,,
GENERAL,15/07/2019,,"1776981,31","-3,31","0,54",,,
GENERAL,12/07/2019,,"1837863,60","-0,04","0,57",,,
GENERAL,11/07/2019,,"1838533,50","0,15","0,55",,,
GENERAL,10/07/2019,,"1834254,31","2,35","0,53",,,
GENERAL,05/07/2019,,"1792110,81","0,89","0,48",,,
GENERAL,04/07/2019,,"1776349,47","0,21","0,48",,,
GENERAL,03/07/2019,,"1772699,77","-1,11","0,50",,,
GENERAL,02/07/2019,,"1792595,18","0,64","0,60",,,
GENERAL,01/07/2019,,"1781269,34","-0,43","0,59",,,
GENERAL,28/06/2019,,"1788908,96","1,69","0,51",,,
GENERAL,27/06/2019,,"1759216,49","2,53","0,54",,,
GENERAL,26/06/2019,,"1715724,34","-0,70","0,39",,,
GENERAL,25/06/2019,,"1727741,59","0,39","0,38",,,
GENERAL,24/06/2019,,"1721042,65","-0,57","0,38",,,
GENERAL,21/06/2019,,"1730870,12","1,13","0,30",,,
GENERAL,19/06/2019,,"1711558,96","-1,92","0,34",,,
GENERAL,18/06/2019,,"1745075,01","0,48","0,44",,,
GENERAL,14/06/2019,,"1736819,75","-0,46","0,33",,,
GENERAL,13/06/2019,,"1744930,61","-0,74","0,33",,,
GENERAL,12/06/2019,,"1758002,50","6,61","0,33",,,
GENERAL,11/06/2019,,"1645941,92","4,78","0,21",,,
GENERAL,10/06/2019,,"1570831,47","2,36","0,15",,,
GENERAL,07/06/2019,,"1534596,43","-0,21","0,18",,,
GENERAL,06/06/2019,,"1537842,14","1,12","0,18",,,
GENERAL,05/06/2019,,"1520785,98","1,57","0,16",,,
GENERAL,04/06/2019,,"1497250,30","2,67","0,19",,,
GENERAL,03/06/2019,,"1458309,72","-0,69","0,16",,,
GENERAL,31/05/2019,,"1468508,54","-0,78","0,17",,,
GENERAL,30/05/2019,,"1480005,09","0,99","0,19",,,
GENERAL,29/05/2019,,"1465458,03","-1,73","0,17",,,
GENERAL,28/05/2019,,"1491206,20","-2,31","0,19",,,
GENERAL,27/05/2019,,"1526395,52","0,85","0,22",,,
GENERAL,24/05/2019,,"1513598,63","2,20","0,17",,,
GENERAL,23/05/2019,,"1480974,93","-0,53","0,12",,,
GENERAL,22/05/2019,,"1488887,07","0,21","0,10",,,
GENERAL,21/05/2019,,"1485812,78","2,84","0,08",,,
GENERAL,20/05/2019,,"1444831,29","0,49","0,05",,,
GENERAL,17/05/2019,,"1437756,68","-1,72","0,04",,,
GENERAL,16/05/2019,,"1462949,67","1,88","0,06",,,
GENERAL,15/05/2019,,"1435964,98","2,14","0,07",,,
GENERAL,14/05/2019,,"1405844,37","0,50","0,05",,,
GENERAL,13/05/2019,,"1400781,15","-2,91","0,04",,,
GENERAL,10/05/2019,,"1442794,14","-1,98","0,10",,,
GENERAL,09/05/2019,,"1471865,99","1,03","0,18",,,
GENERAL,08/05/2019,,"1456850,88","3,10","0,23",,,
GENERAL,07/05/2019,,"1413024,26","-0,95","0,14",,,
GENERAL,06/05/2019,,"1426736,62","1,53","0,15",,,
GENERAL,03/05/2019,,"1405237,18","4,92","0,07",,,
GENERAL,02/05/2019,,"1339324,32","3,97","0,02",,,
GENERAL,30/04/2019,,"1288189,63","2,33","-0,02",,,
GENERAL,29/04/2019,,"1258863,66","-3,70","-0,04",,,
GENERAL,26/04/2019,,"1307177,39","1,77","-0,00",,,
GENERAL,25/04/2019,,"1284503,40","-0,71","-0,03",,,
GENERAL,24/04/2019,,"1293634,79","-3,90","-0,04",,,
GENERAL,23/04/2019,,"1346117,65","0,40","-0,01",,,
GENERAL,22/04/2019,,"1340766,36","-3,84","-0,01",,,
GENERAL,17/04/2019,,"1394378,27","-0,71","0,02",,,
GENERAL,16/04/2019,,"1404316,12","1,50","0,04",,,
GENERAL,15/04/2019,,"1383503,76","1,30","0,02",,,
GENERAL,12/04/2019,,"1365747,27","-0,20","-0,01",,,
GENERAL,11/04/2019,,"1368527,01","-1,90","-0,01",,,
GENERAL,10/04/2019,,"1395059,15","1,37","0,01",,,
GENERAL,09/04/2019,,"1376186,89","-3,80","0,01",,,
GENERAL,08/04/2019,,"1430554,78","1,00","0,05",,,
GENERAL,05/04/2019,,"1416322,90","1,61","0,03",,,
GENERAL,04/04/2019,,"1393949,32","1,08","0,03",,,
GENERAL,03/04/2019,,"1379014,79","-3,55","0,02",,,
GENERAL,01/04/2019,,"1429804,19","-1,35","0,05",,,
GENERAL,29/03/2019,,"1449313,87","1,62","0,07",,,
GENERAL,28/03/2019,,"1426174,14","2,02","0,06",,,
GENERAL,27/03/2019,,"1397895,18","-1,30","0,03",,,
GENERAL,26/03/2019,,"1416349,10","-1,76","0,03",,,
GENERAL,25/03/2019,,"1441778,91","1,19","0,05",,,
GENERAL,22/03/2019,,"1424838,47","-3,76","0,04",,,
