,,REPORTE COTIZACIONES,,,,27/11/2016 - 28/11/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
UYU,19/06/2019,,"35,32","0,00",,,,
UYU,18/06/2019,,"35,30","0,00",,,,
UYU,17/06/2019,,"35,32","0,03",,,,
UYU,14/06/2019,,"35,22","-0,09",,,,
UYU,13/06/2019,,"35,29","0,00",,,,
UYU,12/06/2019,,"35,34","0,00",,,,
UYU,11/06/2019,,"35,39","0,25",,,,
UYU,10/06/2019,,"35,34","0,00",,,,
UYU,07/06/2019,,"35,29","0,00",,,,
UYU,06/06/2019,,"35,05","0,00",,,,
UYU,05/06/2019,,"35,04","0,00",,,,
UYU,04/06/2019,,"35,18","0,00",,,,
UYU,03/06/2019,,"35,24","0,34",,,,
UYU,31/05/2019,,"35,23","0,00",,,,
UYU,30/05/2019,,"35,18","0,00",,,,
UYU,29/05/2019,,"35,11","0,00",,,,
UYU,28/05/2019,,"35,08","0,00",,,,
UYU,27/05/2019,,"35,20","0,00",,,,
UYU,26/05/2019,,"35,20","0,40",,,,
UYU,24/05/2019,,"35,20","0,40",,,,
UYU,23/05/2019,,"35,27","0,00",,,,
UYU,22/05/2019,,"35,27","0,00",,,,
UYU,21/05/2019,,"35,26","0,00",,,,
UYU,20/05/2019,,"35,25","0,14",,,,
UYU,17/05/2019,,"35,18","0,00",,,,
UYU,16/05/2019,,"35,22","0,00",,,,
UYU,15/05/2019,,"35,19","0,00",,,,
UYU,14/05/2019,,"35,22","0,00",,,,
UYU,13/05/2019,,"35,12","0,00",,,,
UYU,10/05/2019,,"35,12","0,23",,,,
UYU,09/05/2019,,"35,04","0,00",,,,
UYU,08/05/2019,,"34,98","0,00",,,,
UYU,07/05/2019,,"35,03","0,00",,,,
UYU,06/05/2019,,"34,93","0,00",,,,
UYU,03/05/2019,,"35,08","0,00",,,,
UYU,02/05/2019,,"34,96","0,00",,,,
UYU,01/05/2019,,"34,97","0,00",,,,
UYU,30/04/2019,,"34,63","0,00",,,,
UYU,29/04/2019,,"34,64","0,00",,,,
UYU,26/04/2019,,"34,63","0,00",,,,
UYU,25/04/2019,,"34,48","0,00",,,,
UYU,24/04/2019,,"34,49","0,00",,,,
UYU,23/04/2019,,"34,43","0,00",,,,
UYU,22/04/2019,,"34,21","-0,09",,,,
UYU,19/04/2019,,"34,24","0,00",,,,
UYU,18/04/2019,,"34,24","0,00",,,,
UYU,17/04/2019,,"34,22","0,00",,,,
UYU,16/04/2019,,"34,05","0,00",,,,
UYU,15/04/2019,,"34,07","0,18",,,,
UYU,12/04/2019,,"34,11","0,00",,,,
UYU,11/04/2019,,"33,89","0,00",,,,
UYU,10/04/2019,,"33,94","0,06",,,,
UYU,09/04/2019,,"33,78","-0,30",,,,
UYU,08/04/2019,,"33,75","0,00",,,,
UYU,05/04/2019,,"33,84","0,33",,,,
UYU,04/04/2019,,"33,70","0,00",,,,
UYU,03/04/2019,,"33,61","0,00",,,,
UYU,02/04/2019,,"33,43","0,00",,,,
UYU,01/04/2019,,"33,48","0,00",,,,
UYU,29/03/2019,,"33,73","0,00",,,,
UYU,28/03/2019,,"33,79","0,00",,,,
UYU,27/03/2019,,"33,43","0,00",,,,
UYU,26/03/2019,,"33,51","0,00",,,,
UYU,25/03/2019,,"33,62","0,00",,,,
UYU,22/03/2019,,"33,36","0,00",,,,
UYU,21/03/2019,,"33,33","0,00",,,,
UYU,20/03/2019,,"33,21","0,00",,,,
UYU,19/03/2019,,"33,41","0,00",,,,
UYU,18/03/2019,,"33,44","0,00",,,,
UYU,15/03/2019,,"33,51","0,00",,,,
UYU,14/03/2019,,"33,38","0,00",,,,
UYU,13/03/2019,,"33,08","0,00",,,,
UYU,12/03/2019,,"33,06","0,00",,,,
UYU,11/03/2019,,"33,06","0,00",,,,
UYU,08/03/2019,,"32,93","0,76",,,,
UYU,07/03/2019,,"32,68","0,00",,,,
UYU,06/03/2019,,"32,65","0,09",,,,
UYU,05/03/2019,,"32,66","0,00",,,,
UYU,04/03/2019,,"32,66","0,00",,,,
UYU,01/03/2019,,"32,65","0,25",,,,
UYU,28/02/2019,,"32,66","0,21",,,,
UYU,27/02/2019,,"32,65","0,00",,,,
UYU,26/02/2019,,"32,64","0,28",,,,
UYU,25/02/2019,,"32,65","0,00",,,,
UYU,22/02/2019,,"32,71","0,00",,,,
UYU,21/02/2019,,"32,66","0,00",,,,
UYU,20/02/2019,,"32,63","0,00",,,,
UYU,19/02/2019,,"32,61","0,00",,,,
UYU,18/02/2019,,"32,55","0,00",,,,
UYU,15/02/2019,,"32,58","0,00",,,,
UYU,14/02/2019,,"32,59","0,00",,,,
UYU,13/02/2019,,"32,56","0,12",,,,
UYU,12/02/2019,,"32,59","0,00",,,,
UYU,11/02/2019,,"32,57","0,28",,,,
UYU,08/02/2019,,"32,58","0,12",,,,
UYU,07/02/2019,,"32,54","0,00",,,,
UYU,06/02/2019,,"32,48","0,00",,,,
UYU,05/02/2019,,"32,47","0,00",,,,
UYU,04/02/2019,,"32,47","0,22",,,,
UYU,01/02/2019,,"32,47","0,00",,,,
UYU,31/01/2019,,"32,56","0,00",,,,
UYU,30/01/2019,,"32,52","0,00",,,,
UYU,29/01/2019,,"32,59","0,00",,,,
UYU,28/01/2019,,"32,60","0,00",,,,
UYU,25/01/2019,,"32,59","0,00",,,,
UYU,24/01/2019,,"32,60","0,00",,,,
UYU,23/01/2019,,"32,62","0,00",,,,
UYU,22/01/2019,,"32,61","0,00",,,,
UYU,21/01/2019,,"32,61","0,00",,,,
UYU,18/01/2019,,"32,66","0,00",,,,
UYU,17/01/2019,,"32,67","0,00",,,,
UYU,16/01/2019,,"32,66","0,21",,,,
UYU,15/01/2019,,"32,64","0,00",,,,
UYU,14/01/2019,,"32,78","0,00",,,,
UYU,11/01/2019,,"32,75","0,00",,,,
UYU,10/01/2019,,"32,59","0,00",,,,
UYU,09/01/2019,,"32,51","0,00",,,,
UYU,08/01/2019,,"32,49","0,00",,,,
UYU,07/01/2019,,"32,49","0,00",,,,
UYU,04/01/2019,,"32,45","0,00",,,,
UYU,03/01/2019,,"32,43","0,00",,,,
UYU,02/01/2019,,"32,40","0,00",,,,
UYU,01/01/2019,,"32,40","0,00",,,,
UYU,31/12/2018,,"32,40","0,00",,,,
UYU,28/12/2018,,"32,35","0,19",,,,
UYU,27/12/2018,,"32,29","0,00",,,,
UYU,26/12/2018,,"32,26","0,00",,,,
UYU,25/12/2018,,"32,25","0,00",,,,
UYU,24/12/2018,,"32,25","0,00",,,,
UYU,21/12/2018,,"32,24","0,03",,,,
UYU,20/12/2018,,"32,23","0,00",,,,
UYU,19/12/2018,,"32,22","0,00",,,,
UYU,18/12/2018,,"32,23","0,00",,,,
UYU,17/12/2018,,"32,29","0,00",,,,
UYU,14/12/2018,,"32,26","0,16",,,,
UYU,13/12/2018,,"32,21","0,00",,,,
UYU,12/12/2018,,"31,98","-0,68",,,,
UYU,11/12/2018,,"32,18","0,00",,,,
UYU,10/12/2018,,"32,13","0,00",,,,
UYU,07/12/2018,,"32,14","0,00",,,,
UYU,06/12/2018,,"32,05","0,00",,,,
UYU,05/12/2018,,"31,98","0,00",,,,
UYU,04/12/2018,,"31,98","0,00",,,,
UYU,03/12/2018,,"32,19","0,00",,,,
UYU,30/11/2018,,"32,06","0,00",,,,
UYU,29/11/2018,,"32,37","0,00",,,,
UYU,28/11/2018,,"32,52","0,99",,,,
UYU,27/11/2018,,"32,49","0,00",,,,
UYU,26/11/2018,,"32,38","-0,37",,,,
UYU,25/11/2018,,"32,47","0,00",,,,
UYU,23/11/2018,,"32,47","0,37",,,,
UYU,22/11/2018,,"32,49","0,43",,,,
UYU,21/11/2018,,"32,49","0,06",,,,
UYU,20/11/2018,,"32,47","0,00",,,,
UYU,19/11/2018,,"32,45","0,00",,,,
UYU,16/11/2018,,"32,62","0,00",,,,
UYU,15/11/2018,,"32,72","0,00",,,,
UYU,14/11/2018,,"32,63","0,00",,,,
UYU,13/11/2018,,"32,58","0,00",,,,
UYU,12/11/2018,,"32,54","0,00",,,,
UYU,09/11/2018,,"32,64","0,00",,,,
UYU,08/11/2018,,"32,70","0,28",,,,
UYU,07/11/2018,,"32,75","0,00",,,,
UYU,06/11/2018,,"32,75","0,00",,,,
UYU,05/11/2018,,"32,80","0,00",,,,
UYU,02/11/2018,,"32,80","0,00",,,,
UYU,01/11/2018,,"32,82","0,00",,,,
UYU,31/10/2018,,"32,80","0,00",,,,
UYU,30/10/2018,,"32,80","0,00",,,,
UYU,29/10/2018,,"32,85","0,00",,,,
UYU,26/10/2018,,"32,86","0,00",,,,
UYU,25/10/2018,,"32,87","0,00",,,,
UYU,24/10/2018,,"32,84","0,00",,,,
UYU,23/10/2018,,"32,75","0,00",,,,
UYU,22/10/2018,,"32,87","0,00",,,,
UYU,19/10/2018,,"32,77","0,00",,,,
UYU,18/10/2018,,"32,76","0,00",,,,
UYU,17/10/2018,,"32,83","0,00",,,,
UYU,16/10/2018,,"32,96","0,00",,,,
UYU,15/10/2018,,"32,95","0,00",,,,
UYU,14/10/2018,,"32,96","0,00",,,,
UYU,12/10/2018,,"32,96","0,00",,,,
UYU,11/10/2018,,"32,93","-0,06",,,,
UYU,10/10/2018,,"32,77","0,00",,,,
UYU,09/10/2018,,"32,83","0,00",,,,
UYU,08/10/2018,,"33,03","0,00",,,,
UYU,05/10/2018,,"33,07","0,00",,,,
UYU,04/10/2018,,"32,77","-0,30",,,,
UYU,03/10/2018,,"32,87","0,00",,,,
UYU,02/10/2018,,"33,00","0,00",,,,
UYU,01/10/2018,,"33,02","0,00",,,,
UYU,28/09/2018,,"33,03","-0,66",,,,
UYU,27/09/2018,,"32,93","0,00",,,,
UYU,26/09/2018,,"33,01","0,00",,,,
UYU,25/09/2018,,"32,61","0,00",,,,
UYU,24/09/2018,,"32,78","0,00",,,,
UYU,21/09/2018,,"32,88","0,00",,,,
UYU,20/09/2018,,"33,09","0,00",,,,
UYU,19/09/2018,,"33,11","0,12",,,,
UYU,18/09/2018,,"33,15","0,12",,,,
UYU,17/09/2018,,"33,14","0,09",,,,
UYU,14/09/2018,,"32,98","0,00",,,,
UYU,13/09/2018,,"32,82","-0,42",,,,
UYU,12/09/2018,,"32,85","0,00",,,,
UYU,11/09/2018,,"32,69","-0,49",,,,
UYU,10/09/2018,,"32,38","0,00",,,,
UYU,09/09/2018,,"32,52","0,00",,,,
UYU,07/09/2018,,"32,52","0,00",,,,
UYU,06/09/2018,,"32,81","0,00",,,,
UYU,05/09/2018,,"32,44","0,00",,,,
UYU,04/09/2018,,"32,44","-0,92",,,,
UYU,03/09/2018,,"32,19","0,00",,,,
UYU,31/08/2018,,"32,19","0,00",,,,
UYU,30/08/2018,,"31,99","0,00",,,,
UYU,29/08/2018,,"31,92","0,00",,,,
UYU,28/08/2018,,"31,77","-0,31",,,,
UYU,27/08/2018,,"31,90","0,00",,,,
UYU,24/08/2018,,"31,89","0,00",,,,
UYU,23/08/2018,,"31,83","-0,41",,,,
UYU,22/08/2018,,"31,82","-0,19",,,,
UYU,21/08/2018,,"31,69","-0,13",,,,
UYU,20/08/2018,,"31,57","0,00",,,,
UYU,17/08/2018,,"31,45","-0,32",,,,
UYU,16/08/2018,,"31,55","0,00",,,,
UYU,15/08/2018,,"31,30","0,00",,,,
UYU,14/08/2018,,"31,42","0,00",,,,
UYU,13/08/2018,,"31,13","0,00",,,,
UYU,10/08/2018,,"30,68","1,72",,,,
UYU,09/08/2018,,"30,16","0,00",,,,
UYU,08/08/2018,,"30,03","0,00",,,,
UYU,07/08/2018,,"30,39","1,33",,,,
UYU,06/08/2018,,"30,70","0,00",,,,
UYU,03/08/2018,,"30,71","0,00",,,,
UYU,02/08/2018,,"30,49","-0,85",,,,
UYU,01/08/2018,,"30,54","-0,03",,,,
UYU,31/07/2018,,"30,53","-0,07",,,,
UYU,30/07/2018,,"30,68","0,76",,,,
UYU,29/07/2018,,"30,70","0,00",,,,
UYU,27/07/2018,,"30,70","0,00",,,,
UYU,26/07/2018,,"30,71","0,00",,,,
UYU,25/07/2018,,"30,90","0,00",,,,
UYU,24/07/2018,,"31,06","0,00",,,,
UYU,23/07/2018,,"31,01","0,16",,,,
UYU,20/07/2018,,"31,21","0,00",,,,
UYU,19/07/2018,,"31,15","-0,13",,,,
UYU,18/07/2018,,"31,16","0,00",,,,
UYU,17/07/2018,,"31,27","0,00",,,,
UYU,16/07/2018,,"31,34","0,00",,,,
UYU,13/07/2018,,"31,34","0,00",,,,
UYU,12/07/2018,,"31,36","0,00",,,,
UYU,11/07/2018,,"31,28","0,00",,,,
UYU,10/07/2018,,"31,39","0,00",,,,
UYU,09/07/2018,,"31,49","0,00",,,,
UYU,08/07/2018,,"31,37","-0,25",,,,
UYU,06/07/2018,,"31,45","0,16",,,,
UYU,05/07/2018,,"31,44","0,13",,,,
UYU,04/07/2018,,"31,59","0,00",,,,
UYU,03/07/2018,,"31,59","0,00",,,,
UYU,02/07/2018,,"31,45","0,00",,,,
UYU,29/06/2018,,"31,29","0,00",,,,
UYU,28/06/2018,,"31,37","0,00",,,,
UYU,27/06/2018,,"31,23","0,00",,,,
UYU,26/06/2018,,"31,38","0,00",,,,
UYU,25/06/2018,,"31,44","0,00",,,,
UYU,22/06/2018,,"31,66","0,00",,,,
UYU,21/06/2018,,"31,71","0,00",,,,
UYU,20/06/2018,,"31,55","0,00",,,,
UYU,19/06/2018,,"31,55","0,00",,,,
UYU,18/06/2018,,"31,60","0,25",,,,
UYU,17/06/2018,,"31,52","0,00",,,,
UYU,15/06/2018,,"31,52","0,00",,,,
UYU,14/06/2018,,"31,29","0,00",,,,
UYU,13/06/2018,,"31,30","0,29",,,,
UYU,12/06/2018,,"31,28","0,22",,,,
UYU,11/06/2018,,"31,28","0,00",,,,
UYU,10/06/2018,,"31,33","0,00",,,,
UYU,08/06/2018,,"31,33","0,00",,,,
UYU,07/06/2018,,"31,05","0,00",,,,
UYU,06/06/2018,,"31,10","0,00",,,,
UYU,05/06/2018,,"31,09","0,00",,,,
UYU,04/06/2018,,"31,17","0,00",,,,
UYU,01/06/2018,,"31,19","0,00",,,,
UYU,31/05/2018,,"30,96","0,00",,,,
UYU,30/05/2018,,"31,14","0,00",,,,
UYU,29/05/2018,,"31,17","0,00",,,,
UYU,28/05/2018,,"31,18","0,10",,,,
UYU,25/05/2018,,"31,24","0,00",,,,
UYU,24/05/2018,,"31,21","0,10",,,,
UYU,17/05/2018,,"30,74","-1,25",,,,
UYU,16/05/2018,,"31,13","0,00",,,,
UYU,15/05/2018,,"30,53","0,00",,,,
UYU,14/05/2018,,"30,21","0,00",,,,
UYU,11/05/2018,,"30,01","0,30",,,,
UYU,10/05/2018,,"30,45","5,00",,,,
UYU,09/05/2018,,"29,00","0,00",,,,
UYU,08/05/2018,,"29,00","0,00",,,,
UYU,07/05/2018,,"29,14","0,00",,,,
UYU,04/05/2018,,"29,15","0,00",,,,
UYU,03/05/2018,,"28,95","0,00",,,,
UYU,02/05/2018,,"28,60","0,00",,,,
UYU,01/05/2018,,"28,59","0,00",,,,
UYU,30/04/2018,,"28,44","0,00",,,,
UYU,27/04/2018,,"28,41","0,00",,,,
UYU,26/04/2018,,"28,36","0,00",,,,
UYU,25/04/2018,,"28,27","0,00",,,,
UYU,24/04/2018,,"28,15","0,00",,,,
UYU,23/04/2018,,"28,14","0,00",,,,
UYU,22/04/2018,,"28,21","0,11",,,,
UYU,20/04/2018,,"28,18","-0,11",,,,
UYU,19/04/2018,,"28,21","0,00",,,,
UYU,18/04/2018,,"28,25","0,00",,,,
UYU,17/04/2018,,"28,27","0,00",,,,
UYU,16/04/2018,,"28,24","0,00",,,,
UYU,13/04/2018,,"28,28","0,14",,,,
UYU,12/04/2018,,"28,24","0,00",,,,
UYU,11/04/2018,,"28,24","0,00",,,,
UYU,10/04/2018,,"28,27","0,00",,,,
UYU,09/04/2018,,"28,30","0,00",,,,
UYU,08/04/2018,,"28,24","0,00",,,,
UYU,06/04/2018,,"28,24","0,00",,,,
UYU,05/04/2018,,"28,30","0,25",,,,
UYU,04/04/2018,,"28,28","0,00",,,,
UYU,03/04/2018,,"28,31","0,21",,,,
UYU,02/04/2018,,"28,35","0,00",,,,
UYU,30/03/2018,,"28,35","0,00",,,,
UYU,29/03/2018,,"28,35","0,00",,,,
UYU,28/03/2018,,"28,36","0,00",,,,
UYU,27/03/2018,,"28,28","0,00",,,,
UYU,26/03/2018,,"28,33","0,00",,,,
UYU,25/03/2018,,"28,43","0,00",,,,
UYU,23/03/2018,,"28,43","0,00",,,,
UYU,22/03/2018,,"28,47","0,53",,,,
UYU,21/03/2018,,"28,44","0,00",,,,
UYU,20/03/2018,,"28,46","0,25",,,,
UYU,19/03/2018,,"28,38","-0,14",,,,
UYU,16/03/2018,,"28,37","-0,04",,,,
UYU,15/03/2018,,"28,29","0,00",,,,
UYU,14/03/2018,,"28,29","0,00",,,,
UYU,13/03/2018,,"28,35","0,00",,,,
UYU,12/03/2018,,"28,34","0,00",,,,
UYU,09/03/2018,,"28,32","0,00",,,,
UYU,08/03/2018,,"28,30","0,00",,,,
UYU,07/03/2018,,"28,30","0,00",,,,
UYU,06/03/2018,,"28,37","0,00",,,,
UYU,05/03/2018,,"28,42","0,00",,,,
UYU,02/03/2018,,"28,38","0,18",,,,
UYU,01/03/2018,,"28,33","0,00",,,,
UYU,28/02/2018,,"28,33","0,00",,,,
UYU,27/02/2018,,"28,36","0,00",,,,
UYU,26/02/2018,,"28,42","0,00",,,,
UYU,23/02/2018,,"28,47","0,00",,,,
UYU,22/02/2018,,"28,49","0,21",,,,
UYU,21/02/2018,,"28,48","0,00",,,,
UYU,20/02/2018,,"28,46","0,00",,,,
UYU,19/02/2018,,"28,45","0,00",,,,
UYU,16/02/2018,,"28,48","0,00",,,,
UYU,15/02/2018,,"28,87","0,00",,,,
UYU,14/02/2018,,"28,77","0,00",,,,
UYU,13/02/2018,,"28,77","0,00",,,,
UYU,12/02/2018,,"28,76","0,00",,,,
UYU,09/02/2018,,"28,62","0,00",,,,
UYU,08/02/2018,,"28,50","0,00",,,,
UYU,07/02/2018,,"28,47","0,00",,,,
UYU,06/02/2018,,"28,47","0,11",,,,
UYU,05/02/2018,,"28,37","0,00",,,,
UYU,02/02/2018,,"28,39","0,00",,,,
UYU,01/02/2018,,"28,37","0,00",,,,
UYU,31/01/2018,,"28,43","0,00",,,,
UYU,30/01/2018,,"28,42","0,00",,,,
UYU,29/01/2018,,"28,38","0,00",,,,
UYU,26/01/2018,,"28,28","0,00",,,,
UYU,25/01/2018,,"28,33","0,00",,,,
UYU,24/01/2018,,"28,47","0,00",,,,
UYU,23/01/2018,,"28,41","0,11",,,,
UYU,22/01/2018,,"28,54","0,00",,,,
UYU,19/01/2018,,"28,56","0,00",,,,
UYU,18/01/2018,,"28,59","0,00",,,,
UYU,17/01/2018,,"28,58","0,00",,,,
UYU,16/01/2018,,"28,57","0,00",,,,
UYU,15/01/2018,,"28,61","0,00",,,,
UYU,12/01/2018,,"28,60","0,00",,,,
UYU,11/01/2018,,"28,64","0,00",,,,
UYU,10/01/2018,,"28,66","0,00",,,,
UYU,09/01/2018,,"28,65","0,00",,,,
UYU,08/01/2018,,"28,63","0,00",,,,
UYU,05/01/2018,,"28,62","0,00",,,,
UYU,04/01/2018,,"28,65","0,00",,,,
UYU,03/01/2018,,"28,74","0,00",,,,
UYU,02/01/2018,,"28,78","0,00",,,,
UYU,01/01/2018,,"28,80","0,00",,,,
UYU,29/12/2017,,"28,80","0,00",,,,
UYU,28/12/2017,,"28,79","0,00",,,,
UYU,27/12/2017,,"28,84","0,00",,,,
UYU,26/12/2017,,"28,77","0,00",,,,
UYU,25/12/2017,,"28,83","0,00",,,,
UYU,22/12/2017,,"28,83","0,00",,,,
UYU,21/12/2017,,"28,75","0,10",,,,
UYU,20/12/2017,,"28,79","0,00",,,,
UYU,19/12/2017,,"28,73","0,10",,,,
UYU,18/12/2017,,"28,72","0,03",,,,
UYU,15/12/2017,,"28,76","0,00",,,,
UYU,14/12/2017,,"28,85","0,00",,,,
UYU,13/12/2017,,"28,93","0,00",,,,
UYU,12/12/2017,,"28,95","0,00",,,,
UYU,11/12/2017,,"28,95","0,00",,,,
UYU,08/12/2017,,"29,05","0,00",,,,
UYU,07/12/2017,,"28,98","0,00",,,,
UYU,06/12/2017,,"28,97","0,10",,,,
UYU,05/12/2017,,"28,97","0,00",,,,
UYU,04/12/2017,,"28,90","0,00",,,,
UYU,01/12/2017,,"28,97","0,00",,,,
UYU,30/11/2017,,"28,97","0,00",,,,
UYU,29/11/2017,,"28,92","0,00",,,,
UYU,28/11/2017,,"29,01","0,00",,,,
UYU,27/11/2017,,"29,07","0,00",,,,
UYU,24/11/2017,,"29,34","0,00",,,,
UYU,23/11/2017,,"29,34","0,69",,,,
UYU,22/11/2017,,"29,34","0,17",,,,
UYU,21/11/2017,,"29,21","-0,61",,,,
UYU,20/11/2017,,"29,36","0,00",,,,
UYU,17/11/2017,,"29,39","-0,34",,,,
UYU,16/11/2017,,"29,49","0,00",,,,
UYU,15/11/2017,,"29,41","0,00",,,,
UYU,14/11/2017,,"29,32","0,03",,,,
UYU,13/11/2017,,"29,22","0,00",,,,
UYU,10/11/2017,,"29,19","0,00",,,,
UYU,09/11/2017,,"29,17","0,17",,,,
UYU,08/11/2017,,"29,18","0,00",,,,
UYU,07/11/2017,,"29,18","0,21",,,,
UYU,06/11/2017,,"29,18","0,00",,,,
UYU,03/11/2017,,"29,22","0,00",,,,
UYU,02/11/2017,,"29,21","0,10",,,,
UYU,01/11/2017,,"29,15","0,00",,,,
UYU,31/10/2017,,"29,22","0,00",,,,
UYU,30/10/2017,,"29,40","0,38",,,,
UYU,27/10/2017,,"29,38","0,00",,,,
UYU,26/10/2017,,"29,48","0,00",,,,
UYU,25/10/2017,,"29,67","0,78",,,,
UYU,24/10/2017,,"29,63","0,10",,,,
UYU,23/10/2017,,"29,63","0,00",,,,
UYU,20/10/2017,,"29,58","0,00",,,,
UYU,19/10/2017,,"29,50","0,00",,,,
UYU,18/10/2017,,"29,43","0,00",,,,
UYU,17/10/2017,,"29,38","0,00",,,,
UYU,16/10/2017,,"29,38","0,03",,,,
UYU,13/10/2017,,"29,37","0,10",,,,
UYU,12/10/2017,,"29,30","0,00",,,,
UYU,11/10/2017,,"29,32","0,10",,,,
UYU,10/10/2017,,"29,21","0,00",,,,
UYU,09/10/2017,,"29,16","0,00",,,,
UYU,06/10/2017,,"29,18","0,00",,,,
UYU,05/10/2017,,"29,17","0,00",,,,
UYU,04/10/2017,,"29,16","0,10",,,,
UYU,03/10/2017,,"29,10","-0,03",,,,
UYU,02/10/2017,,"28,97","0,00",,,,
UYU,29/09/2017,,"29,16","0,21",,,,
UYU,28/09/2017,,"29,12","0,00",,,,
UYU,27/09/2017,,"28,92","0,00",,,,
UYU,26/09/2017,,"28,86","-0,21",,,,
UYU,25/09/2017,,"28,99","0,55",,,,
UYU,24/09/2017,,"28,89","0,00",,,,
UYU,22/09/2017,,"28,86","-0,10",,,,
UYU,21/09/2017,,"28,85","0,00",,,,
UYU,20/09/2017,,"28,88","0,00",,,,
UYU,19/09/2017,,"28,86","0,00",,,,
UYU,18/09/2017,,"28,88","0,00",,,,
UYU,15/09/2017,,"28,99","0,00",,,,
UYU,14/09/2017,,"28,98","0,00",,,,
UYU,13/09/2017,,"28,82","0,00",,,,
UYU,12/09/2017,,"28,78","-0,07",,,,
UYU,11/09/2017,,"28,75","0,00",,,,
UYU,08/09/2017,,"28,83","0,00",,,,
UYU,07/09/2017,,"28,80","0,28",,,,
UYU,06/09/2017,,"28,73","-0,24",,,,
UYU,05/09/2017,,"28,79","0,21",,,,
UYU,04/09/2017,,"28,81","0,00",,,,
UYU,01/09/2017,,"28,83","0,49",,,,
UYU,31/08/2017,,"28,82","0,45",,,,
UYU,30/08/2017,,"28,74","0,17",,,,
UYU,29/08/2017,,"28,70","0,00",,,,
UYU,28/08/2017,,"28,78","0,00",,,,
UYU,25/08/2017,,"28,79","0,00",,,,
UYU,24/08/2017,,"28,88","0,00",,,,
UYU,23/08/2017,,"28,68","-0,42",,,,
UYU,22/08/2017,,"28,77","0,07",,,,
UYU,21/08/2017,,"28,65","-0,42",,,,
UYU,18/08/2017,,"28,55","-0,07",,,,
UYU,17/08/2017,,"28,58","0,21",,,,
UYU,16/08/2017,,"28,52","0,04",,,,
UYU,15/08/2017,,"28,73","0,00",,,,
UYU,14/08/2017,,"28,85","0,80",,,,
UYU,11/08/2017,,"28,82","0,00",,,,
UYU,10/08/2017,,"28,80","0,00",,,,
UYU,09/08/2017,,"28,60","-0,17",,,,
UYU,08/08/2017,,"28,60","0,21",,,,
UYU,07/08/2017,,"28,41","-0,70",,,,
UYU,04/08/2017,,"28,35","0,00",,,,
UYU,03/08/2017,,"28,35","0,25",,,,
UYU,02/08/2017,,"28,28","0,00",,,,
UYU,01/08/2017,,"28,24","0,00",,,,
UYU,31/07/2017,,"28,29","0,00",,,,
UYU,28/07/2017,,"28,33","-0,21",,,,
UYU,27/07/2017,,"28,42","0,11",,,,
UYU,26/07/2017,,"28,47","0,21",,,,
UYU,25/07/2017,,"28,45","0,14",,,,
UYU,24/07/2017,,"28,47","0,25",,,,
UYU,21/07/2017,,"28,60","0,21",,,,
UYU,20/07/2017,,"28,60","0,21",,,,
UYU,19/07/2017,,"28,60","0,21",,,,
UYU,18/07/2017,,"28,63","0,00",,,,
UYU,17/07/2017,,"28,60","0,00",,,,
UYU,16/07/2017,,"28,75","0,00",,,,
UYU,14/07/2017,,"28,75","0,00",,,,
UYU,13/07/2017,,"28,70","0,00",,,,
UYU,12/07/2017,,"28,82","0,00",,,,
UYU,11/07/2017,,"28,92","0,10",,,,
UYU,10/07/2017,,"28,88","0,10",,,,
UYU,07/07/2017,,"28,96","0,24",,,,
UYU,06/07/2017,,"28,89","0,00",,,,
UYU,05/07/2017,,"28,72","-0,38",,,,
UYU,04/07/2017,,"28,38","0,00",,,,
UYU,30/06/2017,,"28,40","0,00",,,,
UYU,29/06/2017,,"28,34","0,00",,,,
UYU,28/06/2017,,"28,33","0,00",,,,
UYU,27/06/2017,,"28,32","-0,11",,,,
UYU,26/06/2017,,"28,34","0,21",,,,
UYU,23/06/2017,,"28,26","0,00",,,,
UYU,22/06/2017,,"28,33","0,25",,,,
UYU,21/06/2017,,"28,30","0,00",,,,
UYU,20/06/2017,,"28,28","0,00",,,,
UYU,19/06/2017,,"28,29","0,11",,,,
UYU,16/06/2017,,"28,30","0,00",,,,
UYU,15/06/2017,,"28,28","-0,35",,,,
UYU,14/06/2017,,"28,34","0,21",,,,
UYU,13/06/2017,,"28,27","0,00",,,,
UYU,12/06/2017,,"28,47","0,04",,,,
UYU,09/06/2017,,"28,48","0,00",,,,
UYU,08/06/2017,,"28,47","0,00",,,,
UYU,07/06/2017,,"28,39","-0,04",,,,
UYU,06/06/2017,,"28,33","0,00",,,,
UYU,05/06/2017,,"28,30","0,00",,,,
UYU,02/06/2017,,"28,33","0,00",,,,
UYU,01/06/2017,,"28,27","0,00",,,,
UYU,31/05/2017,,"28,23","0,00",,,,
UYU,30/05/2017,,"28,23","0,11",,,,
UYU,29/05/2017,,"28,32","0,00",,,,
UYU,26/05/2017,,"28,23","0,00",,,,
UYU,25/05/2017,,"28,22","0,00",,,,
UYU,24/05/2017,,"28,24","0,21",,,,
UYU,23/05/2017,,"28,24","0,11",,,,
UYU,22/05/2017,,"28,23","-0,14",,,,
UYU,19/05/2017,,"28,33","0,00",,,,
UYU,18/05/2017,,"28,08","0,00",,,,
UYU,17/05/2017,,"28,05","0,00",,,,
UYU,16/05/2017,,"28,03","0,11",,,,
