,,REPORTE COTIZACIONES,,,,27/11/2016 - 28/11/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
ARS,24/07/2017,,"17,42","-0,01",,,,
ARS,21/07/2017,,"17,40","1,26",,,,
ARS,20/07/2017,,"17,18","0,34",,,,
ARS,19/07/2017,,"17,12","0,33",,,,
ARS,18/07/2017,,"17,07","0,98",,,,
ARS,17/07/2017,,"16,90","-0,01",,,,
ARS,14/07/2017,,"16,83","-0,72",,,,
ARS,13/07/2017,,"16,93","-0,10",,,,
ARS,12/07/2017,,"16,92","-0,35",,,,
ARS,11/07/2017,,"16,98","0,00",,,,
ARS,10/07/2017,,"16,97","0,15",,,,
ARS,07/07/2017,,"16,95","-0,71",,,,
ARS,06/07/2017,,"17,07","-0,37",,,,
ARS,05/07/2017,,"17,13","1,49",,,,
ARS,04/07/2017,,"16,88","0,48",,,,
ARS,03/07/2017,,"16,80","1,17",,,,
ARS,30/06/2017,,"16,61","0,79",,,,
ARS,29/06/2017,,"16,48","0,54",,,,
ARS,28/06/2017,,"16,39","0,07",,,,
ARS,27/06/2017,,"16,38","0,53",,,,
ARS,26/06/2017,,"16,29","0,77",,,,
ARS,23/06/2017,,"16,16","0,22",,,,
ARS,22/06/2017,,"16,13","0,00",,,,
ARS,21/06/2017,,"16,21","0,00",,,,
ARS,20/06/2017,,"16,12","0,00",,,,
ARS,19/06/2017,,"16,12","0,64",,,,
ARS,16/06/2017,,"16,02","0,43",,,,
ARS,15/06/2017,,"15,95","0,50",,,,
ARS,14/06/2017,,"15,87","0,04",,,,
ARS,13/06/2017,,"15,86","-0,04",,,,
ARS,12/06/2017,,"15,90","-0,04",,,,
ARS,09/06/2017,,"15,91","-0,02",,,,
ARS,08/06/2017,,"15,91","-0,38",,,,
ARS,07/06/2017,,"15,97","-0,22",,,,
ARS,06/06/2017,,"16,01","0,20",,,,
ARS,05/06/2017,,"15,98","-0,16",,,,
ARS,02/06/2017,,"16,00","-0,20",,,,
ARS,01/06/2017,,"16,04","-0,26",,,,
ARS,31/05/2017,,"16,08","0,00",,,,
ARS,30/05/2017,,"16,14","0,00",,,,
ARS,29/05/2017,,"15,95","-0,32",,,,
ARS,26/05/2017,,"16,00","-0,41",,,,
ARS,25/05/2017,,"16,07","0,00",,,,
ARS,24/05/2017,,"16,07","-0,06",,,,
ARS,23/05/2017,,"16,08","0,02",,,,
ARS,22/05/2017,,"16,18","0,09",,,,
ARS,19/05/2017,,"15,99","0,03",,,,
ARS,18/05/2017,,"15,99","2,43",,,,
ARS,17/05/2017,,"15,59","-0,14",,,,
ARS,16/05/2017,,"15,56","0,20",,,,
ARS,15/05/2017,,"15,53","0,63",,,,
ARS,12/05/2017,,"15,43","-0,06",,,,
ARS,11/05/2017,,"15,44","-0,39",,,,
ARS,10/05/2017,,"15,50","0,00",,,,
ARS,09/05/2017,,"15,50","0,27",,,,
ARS,08/05/2017,,"15,46","0,72",,,,
ARS,07/05/2017,,"15,36","0,10",,,,
ARS,05/05/2017,,"15,35","0,26",,,,
ARS,04/05/2017,,"15,31","0,29",,,,
ARS,03/05/2017,,"15,27","0,00",,,,
ARS,02/05/2017,,"15,28","-0,65",,,,
ARS,01/05/2017,,"15,38","0,03",,,,
ARS,28/04/2017,,"15,38","-0,16",,,,
ARS,27/04/2017,,"15,40","-0,48",,,,
ARS,26/04/2017,,"15,48","0,39",,,,
ARS,25/04/2017,,"15,41","-0,03",,,,
ARS,24/04/2017,,"15,37","-0,62",,,,
ARS,21/04/2017,,"15,47","0,61",,,,
ARS,20/04/2017,,"15,38","0,00",,,,
ARS,19/04/2017,,"15,38","0,03",,,,
ARS,18/04/2017,,"15,27","0,57",,,,
ARS,17/04/2017,,"15,18","0,26",,,,
ARS,14/04/2017,,"15,14","-0,04",,,,
ARS,13/04/2017,,"15,15","-0,09",,,,
ARS,12/04/2017,,"15,16","-0,52",,,,
ARS,11/04/2017,,"15,24","0,26",,,,
ARS,10/04/2017,,"15,20","-0,80",,,,
ARS,07/04/2017,,"15,32","-0,47",,,,
ARS,06/04/2017,,"15,40","0,03",,,,
ARS,05/04/2017,,"15,39","0,29",,,,
ARS,04/04/2017,,"15,34","-0,19",,,,
ARS,03/04/2017,,"15,37","0,05",,,,
ARS,31/03/2017,,"15,37","-0,12",,,,
ARS,30/03/2017,,"15,38","-0,18",,,,
ARS,29/03/2017,,"15,41","-0,01",,,,
ARS,28/03/2017,,"15,53","-0,21",,,,
ARS,27/03/2017,,"15,56","-0,16",,,,
ARS,24/03/2017,,"15,59","0,06",,,,
ARS,23/03/2017,,"15,58","-0,25",,,,
ARS,22/03/2017,,"15,62","0,19",,,,
ARS,21/03/2017,,"15,62","0,19",,,,
ARS,20/03/2017,,"15,61","0,41",,,,
ARS,17/03/2017,,"15,55","0,18",,,,
ARS,16/03/2017,,"15,52","-0,21",,,,
ARS,15/03/2017,,"15,55","-0,03",,,,
ARS,14/03/2017,,"15,54","0,03",,,,
ARS,13/03/2017,,"15,51","-0,03",,,,
ARS,10/03/2017,,"15,46","-0,41",,,,
ARS,06/03/2017,,"15,46","0,17",,,,
ARS,03/03/2017,,"15,43","0,19",,,,
ARS,02/03/2017,,"15,40","0,00",,,,
ARS,01/03/2017,,"15,40","-0,45",,,,
ARS,28/02/2017,,"15,47","0,00",,,,
ARS,27/02/2017,,"15,47","0,00",,,,
ARS,24/02/2017,,"15,47","-0,19",,,,
ARS,23/02/2017,,"15,50","-0,37",,,,
ARS,22/02/2017,,"15,56","0,01",,,,
ARS,21/02/2017,,"15,57","-0,10",,,,
ARS,20/02/2017,,"15,65","0,00",,,,
ARS,17/02/2017,,"15,65","1,49",,,,
ARS,16/02/2017,,"15,42","0,46",,,,
ARS,15/02/2017,,"15,35","-0,67",,,,
ARS,14/02/2017,,"15,45","-0,09",,,,
ARS,13/02/2017,,"15,47","0,02",,,,
ARS,10/02/2017,,"15,51","-0,82",,,,
ARS,09/02/2017,,"15,64","-0,10",,,,
ARS,08/02/2017,,"15,65","-0,03",,,,
ARS,07/02/2017,,"15,66","-0,57",,,,
ARS,06/02/2017,,"15,77","0,12",,,,
ARS,03/02/2017,,"15,61","-0,38",,,,
ARS,02/02/2017,,"15,67","0,00",,,,
ARS,01/02/2017,,"15,79","0,00",,,,
ARS,31/01/2017,,"15,90","0,13",,,,
ARS,30/01/2017,,"15,90","0,15",,,,
ARS,27/01/2017,,"15,88","-0,33",,,,
ARS,26/01/2017,,"15,93","-0,11",,,,
ARS,25/01/2017,,"15,95","0,22",,,,
ARS,24/01/2017,,"15,91","-0,03",,,,
ARS,23/01/2017,,"15,92","0,14",,,,
ARS,20/01/2017,,"15,90","0,00",,,,
ARS,19/01/2017,,"15,90","-0,36",,,,
ARS,18/01/2017,,"15,96","0,02",,,,
ARS,17/01/2017,,"15,88","0,00",,,,
ARS,16/01/2017,,"15,85","0,06",,,,
ARS,13/01/2017,,"15,84","0,22",,,,
ARS,12/01/2017,,"15,81","-0,16",,,,
ARS,11/01/2017,,"15,83","-0,01",,,,
ARS,10/01/2017,,"15,83","-0,01",,,,
ARS,09/01/2017,,"15,87","0,50",,,,
ARS,06/01/2017,,"15,79","-0,97",,,,
ARS,05/01/2017,,"15,94","-0,73",,,,
ARS,04/01/2017,,"16,06","0,79",,,,
ARS,03/01/2017,,"15,94","0,00",,,,
ARS,02/01/2017,,"15,94","0,51",,,,
ARS,30/12/2016,,"15,85","-0,30",,,,
ARS,29/12/2016,,"15,90","1,29",,,,
ARS,28/12/2016,,"15,70","1,09",,,,
ARS,27/12/2016,,"15,53","-0,16",,,,
ARS,26/12/2016,,"15,56","0,48",,,,
ARS,23/12/2016,,"15,48","-1,46",,,,
ARS,22/12/2016,,"15,71","-0,44",,,,
ARS,21/12/2016,,"15,78","-0,47",,,,
ARS,20/12/2016,,"15,85","0,00",,,,
ARS,19/12/2016,,"15,85","0,00",,,,
ARS,16/12/2016,,"15,85","-0,60",,,,
ARS,15/12/2016,,"15,95","-0,06",,,,
ARS,14/12/2016,,"15,96","-0,03",,,,
ARS,13/12/2016,,"15,96","-0,34",,,,
ARS,12/12/2016,,"16,02","0,25",,,,
ARS,09/12/2016,,"15,98","-0,06",,,,
ARS,08/12/2016,,"15,99","-0,03",,,,
ARS,07/12/2016,,"16,00","0,53",,,,
ARS,06/12/2016,,"15,91","0,00",,,,
ARS,05/12/2016,,"15,85","-0,03",,,,
ARS,02/12/2016,,"15,92","0,76",,,,
ARS,01/12/2016,,"15,80","-0,33",,,,
ARS,30/11/2016,,"15,85","1,14",,,,
ARS,29/11/2016,,"15,67","1,18",,,,
ARS,28/11/2016,,"15,49","-0,32",,,,
BRL,28/11/2019,,"4,19","-0,02",,,,
BRL,27/11/2019,,"4,26","0,01",,,,
BRL,26/11/2019,,"4,23","0,15",,,,
BRL,25/11/2019,,"4,23","0,00",,,,
BRL,22/11/2019,,"4,20","0,00",,,,
BRL,21/11/2019,,"4,19","-0,06",,,,
BRL,20/11/2019,,"4,20","0,03",,,,
BRL,19/11/2019,,"4,19","-0,02",,,,
BRL,18/11/2019,,"4,22","0,52",,,,
BRL,15/11/2019,,"4,20","0,02",,,,
BRL,14/11/2019,,"4,20","0,02",,,,
BRL,13/11/2019,,"4,17","-0,01",,,,
BRL,12/11/2019,,"4,17","0,04",,,,
BRL,11/11/2019,,"4,15","0,03",,,,
BRL,08/11/2019,,"4,16","0,01",,,,
BRL,07/11/2019,,"4,10","0,42",,,,
BRL,06/11/2019,,"4,08","2,25",,,,
BRL,05/11/2019,,"3,99","0,00",,,,
BRL,04/11/2019,,"4,01","-0,07",,,,
BRL,03/11/2019,,"3,99","-0,04",,,,
BRL,01/11/2019,,"3,99","-0,01",,,,
BRL,31/10/2019,,"4,02","0,00",,,,
BRL,30/10/2019,,"3,99","-0,05",,,,
BRL,29/10/2019,,"4,00","0,00",,,,
BRL,28/10/2019,,"3,99","0,00",,,,
BRL,27/10/2019,,"4,00","-0,03",,,,
BRL,25/10/2019,,"4,00","0,03",,,,
BRL,24/10/2019,,"4,04","0,00",,,,
BRL,23/10/2019,,"4,03","-1,18",,,,
BRL,22/10/2019,,"4,08","-0,05",,,,
BRL,21/10/2019,,"4,13","0,00",,,,
BRL,20/10/2019,,"4,11","0,00",,,,
BRL,18/10/2019,,"4,11","0,05",,,,
BRL,17/10/2019,,"4,16","-0,01",,,,
BRL,16/10/2019,,"4,15","-0,01",,,,
BRL,15/10/2019,,"4,18","-0,02",,,,
BRL,14/10/2019,,"4,13","-0,01",,,,
BRL,11/10/2019,,"4,11","-0,08",,,,
BRL,10/10/2019,,"4,11","0,03",,,,
BRL,09/10/2019,,"4,11","0,01",,,,
BRL,08/10/2019,,"4,09","0,01",,,,
BRL,07/10/2019,,"4,11","-0,01",,,,
BRL,04/10/2019,,"4,06","0,02",,,,
BRL,03/10/2019,,"4,08","0,03",,,,
BRL,02/10/2019,,"4,13","-0,01",,,,
BRL,01/10/2019,,"4,16","-0,01",,,,
BRL,30/09/2019,,"4,16","-0,12",,,,
BRL,27/09/2019,,"4,16","-0,26",,,,
BRL,26/09/2019,,"4,17","0,00",,,,
BRL,25/09/2019,,"4,15","0,02",,,,
BRL,24/09/2019,,"4,16","-0,04",,,,
BRL,23/09/2019,,"4,16","0,00",,,,
BRL,20/09/2019,,"4,15","-0,48",,,,
BRL,19/09/2019,,"4,17","1,38",,,,
BRL,18/09/2019,,"4,11","-0,01",,,,
BRL,17/09/2019,,"4,08","0,00",,,,
BRL,16/09/2019,,"4,08","-0,10",,,,
BRL,13/09/2019,,"4,08","0,59",,,,
BRL,12/09/2019,,"4,06","-0,01",,,,
BRL,11/09/2019,,"4,07","0,01",,,,
BRL,10/09/2019,,"4,08","0,02",,,,
BRL,09/09/2019,,"4,09","0,00",,,,
BRL,06/09/2019,,"4,06","0,05",,,,
BRL,05/09/2019,,"4,11","-0,01",,,,
BRL,04/09/2019,,"4,09","0,00",,,,
BRL,03/09/2019,,"4,17","-0,03",,,,
BRL,02/09/2019,,"4,19","0,00",,,,
BRL,30/08/2019,,"4,14","-0,58",,,,
BRL,29/08/2019,,"4,17","0,01",,,,
BRL,28/08/2019,,"4,17","0,03",,,,
BRL,27/08/2019,,"4,13","-0,09",,,,
BRL,26/08/2019,,"4,15","-0,05",,,,
BRL,23/08/2019,,"4,12","1,21",,,,
BRL,22/08/2019,,"4,07","-0,03",,,,
BRL,21/08/2019,,"4,03","-0,01",,,,
BRL,20/08/2019,,"4,05","0,00",,,,
BRL,19/08/2019,,"4,07","0,02",,,,
BRL,18/08/2019,,"4,00","-0,08",,,,
BRL,16/08/2019,,"4,01","0,37",,,,
BRL,15/08/2019,,"3,99","0,01",,,,
BRL,14/08/2019,,"4,05","-0,02",,,,
BRL,13/08/2019,,"3,96","-0,52",,,,
BRL,12/08/2019,,"3,98","-0,01",,,,
BRL,11/08/2019,,"3,94","-0,04",,,,
BRL,09/08/2019,,"3,94","-0,01",,,,
BRL,08/08/2019,,"3,92","0,01",,,,
BRL,07/08/2019,,"3,97","0,01",,,,
BRL,06/08/2019,,"3,96","-0,01",,,,
BRL,05/08/2019,,"3,97","-0,08",,,,
BRL,02/08/2019,,"3,89","-0,08",,,,
BRL,01/08/2019,,"3,84","0,00",,,,
BRL,31/07/2019,,"3,81","0,01",,,,
BRL,30/07/2019,,"3,79","0,03",,,,
BRL,29/07/2019,,"3,78","0,00",,,,
BRL,26/07/2019,,"3,77","-0,01",,,,
BRL,25/07/2019,,"3,78","0,00",,,,
BRL,24/07/2019,,"3,77","0,00",,,,
BRL,23/07/2019,,"3,77","0,89",,,,
BRL,22/07/2019,,"3,74","0,02",,,,
BRL,19/07/2019,,"3,75","-0,03",,,,
BRL,18/07/2019,,"3,72","0,00",,,,
BRL,17/07/2019,,"3,76","0,00",,,,
BRL,16/07/2019,,"3,77","0,01",,,,
BRL,15/07/2019,,"3,76","-0,01",,,,
BRL,14/07/2019,,"3,74","0,12",,,,
BRL,12/07/2019,,"3,74","0,00",,,,
BRL,11/07/2019,,"3,76","0,06",,,,
BRL,10/07/2019,,"3,75","-0,01",,,,
BRL,09/07/2019,,"3,80","-0,17",,,,
BRL,08/07/2019,,"3,80","-0,10",,,,
BRL,05/07/2019,,"3,82","0,54",,,,
BRL,04/07/2019,,"3,80","0,03",,,,
BRL,03/07/2019,,"3,83","-0,49",,,,
BRL,02/07/2019,,"3,84","0,12",,,,
BRL,01/07/2019,,"3,84","-0,30",,,,
BRL,28/06/2019,,"3,85","0,85",,,,
BRL,27/06/2019,,"3,82","-0,01",,,,
BRL,26/06/2019,,"3,84","-0,12",,,,
BRL,25/06/2019,,"3,85","-0,03",,,,
BRL,24/06/2019,,"3,83","0,04",,,,
BRL,21/06/2019,,"3,82","-0,51",,,,
BRL,20/06/2019,,"3,84","-0,01",,,,
BRL,19/06/2019,,"3,84","-0,01",,,,
BRL,18/06/2019,,"3,86","0,04",,,,
BRL,17/06/2019,,"3,89","0,01",,,,
BRL,16/06/2019,,"3,90","0,01",,,,
BRL,14/06/2019,,"3,90","0,01",,,,
BRL,13/06/2019,,"3,85","0,02",,,,
BRL,12/06/2019,,"3,87","0,01",,,,
BRL,11/06/2019,,"3,86","-0,02",,,,
BRL,10/06/2019,,"3,89","-0,04",,,,
BRL,07/06/2019,,"3,88","0,00",,,,
BRL,06/06/2019,,"3,88","0,01",,,,
BRL,05/06/2019,,"3,88","0,00",,,,
BRL,04/06/2019,,"3,85","0,02",,,,
BRL,03/06/2019,,"3,89","0,00",,,,
BRL,02/06/2019,,"3,92","0,02",,,,
BRL,31/05/2019,,"3,93","0,10",,,,
BRL,30/05/2019,,"3,98","0,19",,,,
BRL,29/05/2019,,"3,97","0,00",,,,
BRL,28/05/2019,,"4,02","0,01",,,,
BRL,27/05/2019,,"4,04","0,04",,,,
BRL,24/05/2019,,"4,02","-0,45",,,,
BRL,23/05/2019,,"4,04","0,06",,,,
BRL,22/05/2019,,"4,04","0,01",,,,
BRL,21/05/2019,,"4,04","0,01",,,,
BRL,20/05/2019,,"4,10","0,00",,,,
BRL,19/05/2019,,"4,10","0,03",,,,
BRL,17/05/2019,,"4,10","1,31",,,,
BRL,16/05/2019,,"4,05","1,14",,,,
BRL,15/05/2019,,"4,00","0,67",,,,
BRL,14/05/2019,,"3,98","0,05",,,,
BRL,13/05/2019,,"3,99","0,01",,,,
BRL,10/05/2019,,"3,96","0,28",,,,
BRL,09/05/2019,,"3,95","0,02",,,,
BRL,08/05/2019,,"3,93","-1,06",,,,
BRL,07/05/2019,,"3,97","0,00",,,,
BRL,06/05/2019,,"3,97","0,77",,,,
BRL,05/05/2019,,"3,94","-0,01",,,,
BRL,03/05/2019,,"3,94","0,01",,,,
BRL,02/05/2019,,"3,97","0,06",,,,
BRL,01/05/2019,,"3,92","-0,03",,,,
BRL,30/04/2019,,"3,92","-0,08",,,,
BRL,29/04/2019,,"3,94","0,39",,,,
BRL,26/04/2019,,"3,93","0,01",,,,
BRL,25/04/2019,,"3,95","-0,98",,,,
BRL,24/04/2019,,"3,99","-0,03",,,,
BRL,23/04/2019,,"3,92","0,00",,,,
BRL,22/04/2019,,"3,94","-0,02",,,,
BRL,19/04/2019,,"3,93","0,00",,,,
BRL,18/04/2019,,"3,93","-0,28",,,,
BRL,17/04/2019,,"3,94","0,88",,,,
BRL,16/04/2019,,"3,90","0,03",,,,
BRL,15/04/2019,,"3,87","0,00",,,,
BRL,14/04/2019,,"3,88","0,00",,,,
BRL,12/04/2019,,"3,88","0,63",,,,
BRL,11/04/2019,,"3,86","0,00",,,,
BRL,10/04/2019,,"3,83","0,01",,,,
BRL,09/04/2019,,"3,85","-0,01",,,,
BRL,08/04/2019,,"3,85","-0,01",,,,
BRL,05/04/2019,,"3,87","-0,02",,,,
BRL,04/04/2019,,"3,86","-0,01",,,,
BRL,03/04/2019,,"3,87","0,01",,,,
BRL,02/04/2019,,"3,85","0,02",,,,
BRL,01/04/2019,,"3,85","0,03",,,,
BRL,29/03/2019,,"3,92","0,60",,,,
BRL,28/03/2019,,"3,90","0,02",,,,
BRL,27/03/2019,,"3,99","-0,03",,,,
BRL,26/03/2019,,"3,88","0,00",,,,
BRL,25/03/2019,,"3,86","0,04",,,,
BRL,22/03/2019,,"3,91","0,02",,,,
BRL,21/03/2019,,"3,79","0,44",,,,
BRL,20/03/2019,,"3,78","-0,01",,,,
BRL,19/03/2019,,"3,79","-0,07",,,,
BRL,18/03/2019,,"3,79","0,01",,,,
BRL,17/03/2019,,"3,82","0,00",,,,
BRL,15/03/2019,,"3,81","-0,02",,,,
BRL,14/03/2019,,"3,84","-0,03",,,,
BRL,13/03/2019,,"3,81","0,00",,,,
BRL,12/03/2019,,"3,81","0,04",,,,
BRL,11/03/2019,,"3,84","-0,02",,,,
BRL,08/03/2019,,"3,87","0,01",,,,
BRL,07/03/2019,,"3,87","0,01",,,,
BRL,06/03/2019,,"3,84","0,01",,,,
BRL,05/03/2019,,"3,78","0,00",,,,
BRL,04/03/2019,,"3,78","0,00",,,,
BRL,03/03/2019,,"3,77","-0,03",,,,
BRL,01/03/2019,,"3,77","-0,02",,,,
BRL,28/02/2019,,"3,75","-0,01",,,,
BRL,27/02/2019,,"3,73","-0,54",,,,
BRL,26/02/2019,,"3,75","-0,09",,,,
BRL,25/02/2019,,"3,75","-0,01",,,,
BRL,24/02/2019,,"3,75","-0,04",,,,
BRL,22/02/2019,,"3,75","0,00",,,,
BRL,21/02/2019,,"3,77","-0,03",,,,
BRL,20/02/2019,,"3,73","-0,05",,,,
BRL,19/02/2019,,"3,72","0,03",,,,
BRL,18/02/2019,,"3,73","-0,05",,,,
BRL,15/02/2019,,"3,70","-0,60",,,,
BRL,14/02/2019,,"3,72","-0,83",,,,
BRL,13/02/2019,,"3,75","1,20",,,,
BRL,12/02/2019,,"3,71","-1,27",,,,
BRL,11/02/2019,,"3,76","0,77",,,,
BRL,10/02/2019,,"3,73","0,06",,,,
BRL,08/02/2019,,"3,73","0,33",,,,
BRL,07/02/2019,,"3,72","0,50",,,,
BRL,06/02/2019,,"3,70","0,78",,,,
BRL,05/02/2019,,"3,67","0,00",,,,
BRL,04/02/2019,,"3,67","0,25",,,,
BRL,01/02/2019,,"3,66","0,43",,,,
BRL,31/01/2019,,"3,65","0,04",,,,
BRL,30/01/2019,,"3,68","-0,95",,,,
BRL,29/01/2019,,"3,72","-1,10",,,,
BRL,28/01/2019,,"3,76","-0,21",,,,
BRL,25/01/2019,,"3,77","-0,06",,,,
BRL,24/01/2019,,"3,77","0,19",,,,
BRL,23/01/2019,,"3,76","-1,30",,,,
BRL,22/01/2019,,"3,81","1,62",,,,
BRL,21/01/2019,,"3,75","0,09",,,,
BRL,18/01/2019,,"3,75","0,00",,,,
BRL,17/01/2019,,"3,75","0,38",,,,
BRL,16/01/2019,,"3,74","0,52",,,,
BRL,15/01/2019,,"3,72","0,51",,,,
BRL,14/01/2019,,"3,70","-0,35",,,,
BRL,13/01/2019,,"3,71","0,00",,,,
BRL,11/01/2019,,"3,71","0,01",,,,
BRL,10/01/2019,,"3,71","0,81",,,,
BRL,09/01/2019,,"3,68","-0,88",,,,
BRL,08/01/2019,,"3,71","-0,59",,,,
BRL,07/01/2019,,"3,74","0,53",,,,
BRL,06/01/2019,,"3,71","-0,05",,,,
BRL,04/01/2019,,"3,72","-1,09",,,,
BRL,03/01/2019,,"3,76","-0,88",,,,
BRL,02/01/2019,,"3,79","-2,34",,,,
BRL,28/12/2018,,"3,88","0,19",,,,
BRL,27/12/2018,,"3,87","-1,24",,,,
BRL,26/12/2018,,"3,92","0,47",,,,
BRL,24/12/2018,,"3,90","-0,01",,,,
BRL,21/12/2018,,"3,90","1,61",,,,
BRL,20/12/2018,,"3,84","-1,43",,,,
BRL,19/12/2018,,"3,90","-0,38",,,,
BRL,18/12/2018,,"3,91","0,33",,,,
BRL,17/12/2018,,"3,90","-0,45",,,,
BRL,14/12/2018,,"3,92","0,67",,,,
BRL,13/12/2018,,"3,89","0,92",,,,
BRL,12/12/2018,,"3,86","-1,24",,,,
BRL,11/12/2018,,"3,90","-0,35",,,,
BRL,10/12/2018,,"3,92","0,27",,,,
BRL,07/12/2018,,"3,91","0,76",,,,
BRL,06/12/2018,,"3,88","0,25",,,,
BRL,05/12/2018,,"3,87","0,41",,,,
BRL,04/12/2018,,"3,85","0,30",,,,
BRL,03/12/2018,,"3,84","-0,66",,,,
BRL,02/12/2018,,"3,87","0,00",,,,
BRL,30/11/2018,,"3,87","0,38",,,,
BRL,29/11/2018,,"3,85","0,02",,,,
BRL,28/11/2018,,"3,85","-0,62",,,,
BRL,27/11/2018,,"3,88","-1,64",,,,
BRL,26/11/2018,,"3,94","2,92",,,,
BRL,23/11/2018,,"3,83","0,65",,,,
BRL,22/11/2018,,"3,80","0,15",,,,
BRL,21/11/2018,,"3,80","1,09",,,,
BRL,20/11/2018,,"3,76","0,02",,,,
BRL,19/11/2018,,"3,76","-0,01",,,,
BRL,16/11/2018,,"3,74","-1,07",,,,
BRL,15/11/2018,,"3,78","0,00",,,,
BRL,14/11/2018,,"3,78","-0,50",,,,
BRL,13/11/2018,,"3,80","0,95",,,,
BRL,12/11/2018,,"3,77","0,91",,,,
BRL,09/11/2018,,"3,73","-0,72",,,,
BRL,08/11/2018,,"3,76","0,77",,,,
BRL,07/11/2018,,"3,73","-0,79",,,,
BRL,06/11/2018,,"3,76","0,95",,,,
BRL,05/11/2018,,"3,73","0,80",,,,
BRL,02/11/2018,,"3,70","-0,09",,,,
BRL,01/11/2018,,"3,70","-0,09",,,,
BRL,31/10/2018,,"3,72","0,00",,,,
BRL,30/10/2018,,"3,70","-0,03",,,,
BRL,29/10/2018,,"3,72","-0,02",,,,
BRL,26/10/2018,,"3,64","0,01",,,,
BRL,25/10/2018,,"3,71","0,04",,,,
BRL,24/10/2018,,"3,73","1,09",,,,
BRL,23/10/2018,,"3,69","0,03",,,,
BRL,22/10/2018,,"3,68","0,00",,,,
BRL,19/10/2018,,"3,71","-0,20",,,,
BRL,18/10/2018,,"3,72","0,00",,,,
BRL,17/10/2018,,"3,69","-1,00",,,,
BRL,16/10/2018,,"3,73","0,02",,,,
BRL,15/10/2018,,"3,74","-0,01",,,,
BRL,12/10/2018,,"3,78","0,04",,,,
BRL,11/10/2018,,"3,78","0,71",,,,
BRL,10/10/2018,,"3,76","0,03",,,,
BRL,09/10/2018,,"3,72","-1,68",,,,
BRL,08/10/2018,,"3,78","-1,61",,,,
BRL,05/10/2018,,"3,84","-0,11",,,,
BRL,04/10/2018,,"3,88","0,02",,,,
BRL,03/10/2018,,"3,90","0,01",,,,
BRL,02/10/2018,,"3,94","-0,01",,,,
BRL,01/10/2018,,"4,02","0,00",,,,
BRL,28/09/2018,,"4,05","0,00",,,,
BRL,27/09/2018,,"4,01","0,02",,,,
BRL,26/09/2018,,"4,03","0,00",,,,
BRL,25/09/2018,,"4,08","-0,40",,,,
BRL,24/09/2018,,"4,09","0,00",,,,
BRL,21/09/2018,,"4,05","-0,03",,,,
BRL,20/09/2018,,"4,08","-1,30",,,,
BRL,19/09/2018,,"4,13","0,00",,,,
BRL,18/09/2018,,"4,16","0,68",,,,
BRL,17/09/2018,,"4,13","-1,01",,,,
BRL,14/09/2018,,"4,17","-0,78",,,,
BRL,13/09/2018,,"4,21","-0,01",,,,
BRL,12/09/2018,,"4,16","0,09",,,,
BRL,11/09/2018,,"4,15","-0,01",,,,
BRL,10/09/2018,,"4,09","0,00",,,,
BRL,06/09/2018,,"4,06","-2,10",,,,
BRL,05/09/2018,,"4,15","-0,34",,,,
BRL,04/09/2018,,"4,16","-0,09",,,,
BRL,03/09/2018,,"4,16","-0,04",,,,
BRL,31/08/2018,,"4,05","-2,28",,,,
BRL,30/08/2018,,"4,15","0,02",,,,
BRL,29/08/2018,,"4,11","-0,66",,,,
BRL,28/08/2018,,"4,13","1,39",,,,
BRL,27/08/2018,,"4,08","0,02",,,,
BRL,26/08/2018,,"4,11","0,10",,,,
BRL,24/08/2018,,"4,11","0,10",,,,
BRL,23/08/2018,,"4,11","0,00",,,,
BRL,22/08/2018,,"4,04","-0,13",,,,
BRL,21/08/2018,,"4,05","1,95",,,,
BRL,20/08/2018,,"3,97","-0,04",,,,
BRL,17/08/2018,,"3,91","0,04",,,,
BRL,16/08/2018,,"3,91","0,00",,,,
BRL,15/08/2018,,"3,90","-0,07",,,,
BRL,14/08/2018,,"3,87","0,00",,,,
BRL,13/08/2018,,"3,88","0,00",,,,
BRL,10/08/2018,,"3,86","-0,01",,,,
BRL,09/08/2018,,"3,80","0,01",,,,
BRL,08/08/2018,,"3,77","0,01",,,,
BRL,07/08/2018,,"3,75","0,04",,,,
BRL,06/08/2018,,"3,74","0,01",,,,
BRL,03/08/2018,,"3,71","-0,02",,,,
BRL,02/08/2018,,"3,75","0,01",,,,
BRL,01/08/2018,,"3,75","-0,01",,,,
BRL,31/07/2018,,"3,75","-0,04",,,,
BRL,30/07/2018,,"3,73","-0,03",,,,
BRL,29/07/2018,,"3,71","0,10",,,,
BRL,27/07/2018,,"3,71","-0,03",,,,
BRL,26/07/2018,,"3,75","0,00",,,,
BRL,25/07/2018,,"3,69","0,01",,,,
BRL,24/07/2018,,"3,75","0,01",,,,
BRL,23/07/2018,,"3,78","-0,01",,,,
BRL,20/07/2018,,"3,77","0,03",,,,
BRL,19/07/2018,,"3,83","0,02",,,,
BRL,18/07/2018,,"3,85","0,00",,,,
BRL,17/07/2018,,"3,84","0,01",,,,
BRL,16/07/2018,,"3,86","-0,01",,,,
BRL,13/07/2018,,"3,85","-0,04",,,,
BRL,12/07/2018,,"3,88","0,04",,,,
BRL,11/07/2018,,"3,88","0,03",,,,
